duration,credit_amount,age,installment_rate,sex,target
46.0,1934.0,27.0,3,female,0
11.0,2336.0,33.0,1,female,0
25.0,1311.0,64.0,3,female,0
34.0,4119.0,55.0,3,female,0
28.0,2422.0,45.0,2,male,1
14.0,1163.0,42.0,2,male,1
13.0,1173.0,50.0,4,male,0
16.0,1604.0,33.0,3,female,1
4.0,1296.0,24.0,4,female,0
32.0,2828.0,36.0,2,male,1
41.0,792.0,28.0,4,female,0
35.0,4996.0,43.0,3,male,0
47.0,4235.0,24.0,3,male,0
12.0,771.0,37.0,4,male,0
22.0,1245.0,37.0,3,male,1
22.0,2569.0,51.0,3,female,0
30.0,3469.0,43.0,2,female,0
17.0,4116.0,36.0,3,male,0
4.0,2393.0,28.0,3,male,0
27.0,2628.0,60.0,4,male,1
44.0,1347.0,38.0,4,male,1
4.0,3166.0,41.0,2,male,0
4.0,1512.0,37.0,2,female,1
26.0,2052.0,39.0,3,male,0
6.0,1643.0,32.0,1,female,1
23.0,2714.0,53.0,1,male,1
26.0,5728.0,56.0,2,female,1
12.0,3295.0,37.0,4,male,0
7.0,1353.0,50.0,1,male,1
23.0,4576.0,38.0,3,male,1
12.0,4323.0,30.0,3,female,0
26.0,1203.0,41.0,1,female,1
25.0,1786.0,58.0,1,male,1
34.0,4167.0,46.0,2,female,0
28.0,1815.0,25.0,1,male,1
29.0,2063.0,51.0,3,female,0
4.0,4508.0,47.0,4,female,0
12.0,3935.0,41.0,4,male,0
51.0,5108.0,50.0,1,male,1
27.0,1545.0,30.0,3,male,0
12.0,6287.0,42.0,4,male,1
17.0,722.0,45.0,1,male,0
46.0,3042.0,33.0,2,male,1
29.0,2905.0,29.0,1,male,1
24.0,1604.0,45.0,3,male,1
17.0,1076.0,63.0,3,female,0
19.0,2346.0,19.0,2,female,1
46.0,3570.0,35.0,3,female,1
4.0,1511.0,19.0,2,male,1
25.0,3042.0,35.0,3,male,0
4.0,2906.0,23.0,2,female,0
39.0,2011.0,37.0,2,male,0
28.0,1649.0,25.0,2,female,1
30.0,5108.0,32.0,4,male,1
7.0,1439.0,25.0,2,male,1
8.0,4127.0,54.0,3,male,0
28.0,1560.0,36.0,3,female,1
21.0,2189.0,39.0,4,male,0
25.0,2519.0,34.0,2,male,1
16.0,5015.0,38.0,4,male,1
16.0,1933.0,30.0,3,male,0
13.0,3806.0,38.0,3,male,1
5.0,1792.0,23.0,4,female,0
13.0,5294.0,51.0,3,male,1
4.0,1480.0,35.0,3,female,1
30.0,4472.0,34.0,3,male,1
22.0,4556.0,44.0,2,female,0
31.0,1303.0,41.0,3,male,1
21.0,4714.0,51.0,1,male,0
4.0,1527.0,27.0,1,male,1
31.0,1672.0,30.0,3,female,0
36.0,1374.0,25.0,1,female,0
7.0,1515.0,19.0,4,female,1
4.0,2139.0,31.0,2,male,1
39.0,3738.0,22.0,4,male,1
12.0,7162.0,40.0,3,male,1
21.0,2738.0,19.0,2,male,0
6.0,1185.0,41.0,3,male,0
24.0,3773.0,45.0,1,male,0
15.0,1029.0,22.0,4,male,1
39.0,3276.0,46.0,1,male,1
25.0,1628.0,34.0,2,male,0
4.0,1633.0,40.0,1,female,0
4.0,1117.0,32.0,3,male,1
25.0,4018.0,19.0,1,male,0
24.0,2762.0,24.0,1,male,1
4.0,2306.0,54.0,1,male,1
20.0,883.0,41.0,2,male,1
34.0,1692.0,31.0,4,male,0
27.0,1585.0,36.0,1,female,1
5.0,4432.0,37.0,4,male,1
27.0,5478.0,42.0,3,male,1
35.0,4082.0,40.0,4,male,0
13.0,5655.0,34.0,3,male,0
4.0,4634.0,50.0,3,male,1
35.0,2004.0,46.0,4,male,0
33.0,2683.0,29.0,1,male,0
17.0,958.0,35.0,2,male,1
13.0,3453.0,27.0,4,male,1
33.0,3512.0,38.0,2,male,0
25.0,1182.0,19.0,3,male,1
33.0,3927.0,41.0,1,male,0
21.0,2139.0,68.0,4,male,0
8.0,828.0,42.0,4,male,0
16.0,2253.0,35.0,2,male,1
33.0,3751.0,25.0,4,female,0
21.0,1819.0,19.0,4,male,1
13.0,2493.0,19.0,1,male,0
14.0,3095.0,26.0,3,female,0
38.0,1929.0,27.0,4,male,1
31.0,1808.0,45.0,3,male,1
26.0,988.0,23.0,4,male,0
14.0,2867.0,29.0,4,female,1
4.0,2534.0,28.0,1,male,0
27.0,6070.0,46.0,1,male,1
4.0,3172.0,35.0,4,male,0
35.0,2258.0,40.0,4,male,0
41.0,1147.0,44.0,2,male,1
32.0,811.0,53.0,1,male,0
14.0,1865.0,38.0,1,female,1
27.0,1899.0,33.0,4,male,1
12.0,3168.0,39.0,3,male,0
10.0,2445.0,48.0,2,male,0
18.0,2457.0,36.0,1,male,0
26.0,4547.0,57.0,1,male,0
59.0,2991.0,48.0,4,male,1
25.0,3091.0,32.0,1,male,1
28.0,2762.0,40.0,4,male,0
7.0,3092.0,31.0,3,male,1
26.0,2294.0,40.0,3,female,1
33.0,5848.0,46.0,4,male,0
33.0,2634.0,36.0,2,male,0
26.0,3444.0,48.0,3,male,1
12.0,4992.0,19.0,4,male,0
45.0,2130.0,36.0,4,male,1
28.0,1776.0,37.0,1,female,0
45.0,3465.0,19.0,3,female,1
30.0,5051.0,34.0,1,male,0
38.0,6156.0,25.0,2,male,1
4.0,2457.0,30.0,4,male,1
10.0,6049.0,34.0,4,male,1
27.0,2225.0,57.0,3,male,0
33.0,2362.0,27.0,2,male,0
11.0,3478.0,23.0,4,female,0
4.0,2281.0,48.0,2,female,0
41.0,1475.0,49.0,2,male,0
10.0,1947.0,47.0,3,female,1
35.0,11404.0,19.0,3,female,1
49.0,3368.0,39.0,1,male,0
16.0,3513.0,38.0,3,male,1
8.0,1352.0,50.0,2,male,0
20.0,2015.0,31.0,4,male,0
36.0,2258.0,42.0,3,female,1
4.0,2631.0,19.0,2,female,0
26.0,3519.0,26.0,2,male,1
6.0,1110.0,34.0,3,male,1
4.0,2812.0,27.0,2,female,1
5.0,4372.0,44.0,4,female,1
17.0,4619.0,28.0,1,male,1
4.0,483.0,33.0,1,male,0
22.0,4430.0,43.0,4,male,0
6.0,1921.0,36.0,1,male,0
7.0,1604.0,19.0,3,female,0
4.0,5261.0,34.0,1,female,1
28.0,5850.0,37.0,2,female,0
11.0,1941.0,37.0,4,female,1
21.0,2423.0,68.0,4,female,0
31.0,1677.0,35.0,4,male,1
22.0,1879.0,48.0,1,male,1
18.0,1964.0,38.0,1,female,1
14.0,873.0,35.0,1,female,0
5.0,2099.0,62.0,1,male,0
29.0,5403.0,31.0,2,male,0
20.0,1551.0,48.0,3,female,0
4.0,1854.0,29.0,1,male,1
11.0,2139.0,39.0,1,female,0
37.0,2110.0,34.0,1,female,0
26.0,2189.0,47.0,1,male,1
25.0,2996.0,37.0,4,male,1
34.0,3240.0,54.0,2,female,1
4.0,2756.0,38.0,4,male,1
16.0,3130.0,33.0,3,female,0
15.0,3581.0,37.0,2,male,0
20.0,4803.0,54.0,4,male,0
32.0,2046.0,47.0,3,female,1
17.0,1222.0,24.0,1,male,1
4.0,4472.0,51.0,1,female,1
14.0,1364.0,19.0,1,female,0
13.0,1487.0,43.0,4,male,1
51.0,3152.0,45.0,3,male,1
35.0,1427.0,38.0,3,female,0
37.0,1841.0,40.0,1,female,1
44.0,3504.0,37.0,2,male,0
25.0,2756.0,31.0,4,male,0
35.0,4792.0,22.0,3,male,0
32.0,3130.0,29.0,1,female,0
27.0,1175.0,32.0,3,male,1
8.0,4782.0,34.0,4,male,1
46.0,3736.0,19.0,4,male,1
24.0,925.0,54.0,1,male,0
21.0,1728.0,51.0,2,male,1
33.0,2178.0,62.0,3,male,1
28.0,6144.0,40.0,2,male,0
38.0,2407.0,53.0,2,female,1
14.0,2568.0,32.0,1,male,1
4.0,3990.0,42.0,2,male,0
4.0,2784.0,39.0,3,male,0
21.0,2022.0,25.0,2,male,1
28.0,2898.0,35.0,4,female,0
46.0,2863.0,37.0,2,male,0
14.0,3460.0,26.0,4,female,1
23.0,2017.0,42.0,3,male,0
9.0,2648.0,40.0,1,female,0
29.0,3560.0,29.0,3,male,0
38.0,1335.0,23.0,3,male,1
36.0,1173.0,50.0,2,male,0
13.0,5825.0,47.0,1,male,1
8.0,515.0,34.0,4,male,0
9.0,3657.0,45.0,4,female,0
25.0,1269.0,41.0,3,male,1
4.0,3172.0,26.0,4,male,1
41.0,3374.0,39.0,1,male,0
34.0,1404.0,35.0,3,female,0
34.0,2140.0,43.0,4,male,0
15.0,2012.0,29.0,4,female,1
27.0,2177.0,23.0,4,male,0
45.0,2944.0,27.0,1,male,0
25.0,3116.0,24.0,3,male,0
34.0,2996.0,40.0,3,male,1
28.0,2399.0,20.0,4,male,1
46.0,3239.0,46.0,2,male,1
18.0,5108.0,37.0,3,male,0
4.0,1628.0,53.0,3,female,0
28.0,6935.0,51.0,4,female,1
16.0,3839.0,30.0,3,female,0
4.0,2469.0,48.0,3,female,1
14.0,3184.0,53.0,3,female,0
11.0,2620.0,46.0,3,male,0
26.0,685.0,43.0,3,male,0
29.0,1586.0,34.0,1,male,0
8.0,1223.0,38.0,2,male,1
9.0,3684.0,61.0,2,male,1
35.0,3752.0,28.0,3,female,0
7.0,6630.0,48.0,3,male,0
32.0,5025.0,36.0,1,female,1
17.0,4053.0,23.0,4,male,0
8.0,4349.0,47.0,2,male,0
25.0,2344.0,60.0,1,female,1
18.0,2804.0,53.0,3,male,1
4.0,4302.0,66.0,4,male,0
21.0,5974.0,54.0,3,male,1
4.0,2637.0,57.0,3,male,1
8.0,2067.0,38.0,3,male,0
4.0,3520.0,37.0,4,female,0
39.0,4235.0,39.0,3,male,1
23.0,1870.0,39.0,1,male,1
10.0,1029.0,36.0,3,female,1
28.0,1865.0,37.0,1,male,0
22.0,3152.0,39.0,3,male,1
17.0,3357.0,37.0,3,male,0
10.0,2829.0,24.0,2,female,1
18.0,6144.0,23.0,1,male,1
26.0,891.0,35.0,4,female,0
33.0,1560.0,63.0,1,male,1
16.0,3185.0,53.0,1,male,0
22.0,5097.0,38.0,4,male,0
29.0,923.0,38.0,2,male,0
33.0,7711.0,50.0,3,male,1
28.0,2225.0,19.0,3,female,0
15.0,1746.0,59.0,3,male,0
25.0,1547.0,19.0,1,male,1
21.0,3903.0,42.0,1,male,0
37.0,8817.0,25.0,4,male,0
10.0,2162.0,60.0,4,female,1
29.0,6101.0,45.0,3,female,1
25.0,2016.0,53.0,4,female,1
19.0,3739.0,19.0,1,female,0
25.0,3990.0,35.0,3,male,1
14.0,2471.0,53.0,3,female,1
5.0,1295.0,21.0,4,male,0
44.0,2184.0,57.0,1,male,1
38.0,964.0,41.0,2,female,1
20.0,1967.0,37.0,1,male,1
42.0,6156.0,65.0,1,female,0
34.0,3083.0,29.0,1,male,1
11.0,1841.0,40.0,1,female,1
29.0,1485.0,35.0,2,female,1
22.0,1767.0,27.0,3,male,0
15.0,804.0,61.0,4,male,0
18.0,2443.0,19.0,1,male,1
25.0,1778.0,39.0,4,male,0
30.0,2407.0,48.0,2,male,0
25.0,2854.0,19.0,3,male,0
19.0,1453.0,38.0,3,male,1
5.0,5503.0,35.0,3,male,0
13.0,2122.0,33.0,1,male,1
29.0,828.0,27.0,3,male,1
20.0,4101.0,66.0,4,female,0
18.0,2134.0,39.0,4,male,0
16.0,1036.0,42.0,1,male,1
22.0,3439.0,19.0,1,female,0
7.0,2271.0,25.0,3,male,0
15.0,2924.0,24.0,3,male,1
4.0,1007.0,29.0,3,male,1
44.0,1742.0,34.0,1,male,1
26.0,2032.0,56.0,4,male,0
13.0,1458.0,33.0,4,male,1
22.0,2511.0,39.0,3,male,1
32.0,3120.0,45.0,1,male,1
49.0,3311.0,69.0,1,female,1
33.0,3990.0,32.0,2,male,0
7.0,2393.0,34.0,1,male,1
27.0,1835.0,64.0,1,male,0
36.0,1743.0,46.0,3,male,0
24.0,1593.0,31.0,2,male,1
4.0,2008.0,41.0,3,male,0
4.0,4487.0,31.0,3,female,0
51.0,1766.0,48.0,2,male,1
27.0,5889.0,23.0,3,male,1
9.0,1890.0,30.0,3,female,0
6.0,1604.0,19.0,2,male,0
4.0,2000.0,52.0,1,female,1
13.0,1347.0,55.0,1,male,0
12.0,1028.0,58.0,1,male,1
10.0,1231.0,30.0,2,male,0
43.0,4123.0,28.0,1,female,0
46.0,4383.0,40.0,2,female,1
16.0,774.0,35.0,3,male,1
4.0,3794.0,54.0,3,male,1
4.0,2239.0,54.0,3,female,0
27.0,2400.0,19.0,2,male,0
39.0,3776.0,40.0,4,male,1
6.0,3885.0,35.0,1,male,0
15.0,4055.0,26.0,1,female,1
19.0,2709.0,33.0,1,female,0
34.0,1203.0,39.0,3,male,0
25.0,4103.0,39.0,3,female,1
18.0,887.0,28.0,4,male,1
7.0,3196.0,19.0,4,male,0
32.0,1551.0,29.0,1,female,0
25.0,967.0,22.0,3,male,1
7.0,2944.0,53.0,4,male,1
4.0,2151.0,59.0,2,male,1
49.0,1330.0,34.0,2,male,1
4.0,2863.0,29.0,3,female,0
26.0,1687.0,39.0,4,female,0
11.0,2944.0,55.0,4,male,1
11.0,1236.0,36.0,4,male,0
19.0,2959.0,24.0,1,male,0
42.0,3196.0,47.0,4,male,0
27.0,1242.0,19.0,4,male,0
14.0,4891.0,19.0,2,female,0
41.0,1053.0,36.0,2,male,1
5.0,3123.0,34.0,2,male,1
33.0,1572.0,34.0,2,male,0
35.0,1735.0,46.0,3,male,1
21.0,1281.0,62.0,2,female,0
23.0,2188.0,51.0,1,female,1
30.0,2101.0,46.0,2,male,0
45.0,1557.0,51.0,2,male,0
35.0,3019.0,44.0,2,female,0
14.0,3184.0,60.0,4,male,0
16.0,2112.0,38.0,4,male,1
12.0,3066.0,49.0,3,male,1
5.0,1118.0,54.0,4,male,0
13.0,2748.0,42.0,2,female,1
8.0,2553.0,48.0,1,male,0
8.0,8747.0,37.0,1,male,1
28.0,1459.0,41.0,2,male,0
25.0,3014.0,19.0,1,male,1
25.0,1849.0,37.0,1,male,0
28.0,4235.0,37.0,4,female,0
29.0,3085.0,35.0,1,male,0
23.0,3599.0,19.0,2,male,1
29.0,3085.0,21.0,2,male,1
4.0,942.0,28.0,1,male,0
21.0,1775.0,38.0,3,male,1
18.0,2174.0,25.0,3,male,0
34.0,1746.0,28.0,3,male,1
21.0,1766.0,47.0,2,male,0
7.0,8107.0,50.0,1,male,0
38.0,1592.0,39.0,1,male,0
16.0,3914.0,19.0,2,male,0
30.0,2522.0,25.0,4,male,0
30.0,2306.0,31.0,1,female,0
30.0,5612.0,27.0,3,female,0
33.0,2472.0,40.0,1,male,1
10.0,1218.0,47.0,4,male,1
4.0,2631.0,39.0,4,female,0
18.0,1647.0,49.0,2,female,0
4.0,5850.0,40.0,4,female,0
35.0,3318.0,34.0,4,male,1
25.0,2352.0,29.0,1,female,0
17.0,3102.0,49.0,4,male,1
8.0,4095.0,38.0,4,male,0
4.0,1479.0,44.0,3,female,0
40.0,2423.0,40.0,3,female,0
28.0,2000.0,28.0,1,male,1
9.0,2837.0,69.0,1,male,1
10.0,2213.0,49.0,1,male,1
38.0,5086.0,45.0,4,male,0
25.0,1479.0,31.0,3,male,0
17.0,4128.0,19.0,3,male,0
26.0,1978.0,45.0,3,male,0
22.0,1428.0,55.0,4,male,1
6.0,2423.0,41.0,1,male,1
42.0,3014.0,45.0,2,male,0
34.0,1936.0,39.0,1,male,1
23.0,1267.0,22.0,3,male,1
4.0,1701.0,50.0,1,male,0
30.0,4619.0,38.0,1,male,1
15.0,3178.0,48.0,4,female,0
28.0,483.0,59.0,3,male,0
27.0,1516.0,57.0,3,female,1
4.0,2387.0,35.0,2,male,0
27.0,2135.0,47.0,4,male,0
17.0,3581.0,29.0,2,male,0
10.0,2624.0,27.0,2,female,0
30.0,1647.0,21.0,1,female,0
18.0,2151.0,38.0,4,male,0
37.0,1564.0,54.0,1,male,1
27.0,4992.0,48.0,1,male,1
6.0,2707.0,24.0,1,female,1
23.0,1748.0,49.0,3,female,1
9.0,1402.0,42.0,1,male,0
26.0,2019.0,40.0,4,female,0
21.0,2902.0,66.0,3,male,1
36.0,3085.0,46.0,2,male,0
18.0,2407.0,45.0,4,female,1
6.0,5825.0,49.0,3,male,0
15.0,1993.0,44.0,1,male,0
11.0,5059.0,31.0,3,male,1
4.0,6623.0,19.0,4,female,1
9.0,3091.0,34.0,4,female,1
37.0,1353.0,36.0,2,male,1
4.0,3513.0,19.0,1,female,0
27.0,1328.0,27.0,4,male,1
12.0,2285.0,42.0,3,female,1
28.0,1785.0,31.0,2,male,1
22.0,2335.0,28.0,4,female,0
17.0,4727.0,36.0,4,female,0
4.0,2004.0,30.0,2,female,1
5.0,7162.0,36.0,4,female,1
12.0,2446.0,46.0,4,male,1
46.0,1396.0,42.0,2,female,1
42.0,2852.0,41.0,3,male,0
4.0,1385.0,46.0,3,male,0
22.0,2501.0,48.0,1,male,0
4.0,7162.0,33.0,2,female,1
16.0,6123.0,45.0,2,male,0
41.0,1295.0,47.0,2,male,1
33.0,1439.0,45.0,1,male,0
25.0,1292.0,58.0,1,male,1
4.0,2224.0,45.0,1,male,1
9.0,2022.0,36.0,4,female,0
7.0,2879.0,49.0,2,male,1
49.0,1109.0,49.0,1,male,1
19.0,2230.0,35.0,3,male,1
37.0,1459.0,19.0,1,female,0
26.0,1245.0,34.0,1,female,0
19.0,3914.0,46.0,3,female,1
13.0,1725.0,29.0,3,male,0
40.0,6268.0,34.0,1,female,0
19.0,1220.0,42.0,4,male,0
27.0,3001.0,25.0,3,male,0
22.0,2906.0,55.0,1,female,0
11.0,5723.0,36.0,4,male,1
30.0,7993.0,51.0,4,female,1
9.0,7906.0,50.0,1,male,1
23.0,4447.0,35.0,1,female,0
8.0,4144.0,36.0,1,male,0
4.0,4240.0,56.0,4,male,1
35.0,4103.0,48.0,3,male,0
33.0,1440.0,30.0,4,female,0
22.0,870.0,34.0,1,female,1
4.0,1439.0,37.0,1,female,0
6.0,1272.0,29.0,2,female,1
25.0,3432.0,57.0,1,male,1
4.0,3737.0,49.0,2,male,0
59.0,2161.0,57.0,1,female,0
8.0,1677.0,48.0,3,male,0
14.0,3640.0,44.0,3,male,1
37.0,4361.0,52.0,3,female,0
33.0,3039.0,69.0,4,male,1
29.0,4018.0,45.0,2,female,1
32.0,1470.0,36.0,3,female,0
34.0,1602.0,30.0,1,male,0
23.0,5086.0,27.0,4,female,0
16.0,1757.0,33.0,1,male,0
19.0,5354.0,38.0,3,male,0
25.0,8107.0,25.0,1,female,0
27.0,2755.0,21.0,3,female,0
35.0,4431.0,30.0,4,male,1
29.0,3044.0,31.0,4,male,0
34.0,2883.0,42.0,4,male,1
16.0,2208.0,46.0,1,male,0
13.0,4310.0,49.0,1,male,1
13.0,2919.0,22.0,3,male,0
19.0,2848.0,36.0,2,male,0
4.0,879.0,44.0,1,female,1
12.0,2110.0,24.0,1,male,0
27.0,2154.0,39.0,3,male,1
14.0,1941.0,25.0,3,male,0
7.0,1310.0,34.0,4,male,1
4.0,2061.0,68.0,2,male,1
9.0,5626.0,42.0,3,male,0
9.0,2473.0,20.0,4,female,0
42.0,1056.0,31.0,4,male,0
40.0,1082.0,40.0,3,female,0
45.0,2748.0,44.0,2,male,1
17.0,3439.0,29.0,1,male,1
8.0,2906.0,42.0,3,female,0
12.0,3438.0,46.0,4,female,0
4.0,2090.0,38.0,4,female,0
22.0,3732.0,19.0,3,male,0
11.0,3097.0,20.0,3,female,0
32.0,957.0,32.0,4,male,0
9.0,5147.0,43.0,3,female,0
23.0,3517.0,34.0,4,female,0
4.0,1175.0,54.0,3,male,1
16.0,2626.0,63.0,3,female,1
20.0,2756.0,29.0,4,female,1
21.0,1503.0,33.0,1,male,0
14.0,1949.0,26.0,2,female,0
21.0,4311.0,39.0,3,female,0
22.0,1932.0,34.0,3,female,0
22.0,2544.0,45.0,1,male,0
39.0,2185.0,41.0,3,female,0
17.0,1831.0,32.0,2,male,1
32.0,2208.0,50.0,1,male,0
39.0,3335.0,37.0,2,male,0
34.0,2728.0,28.0,4,female,1
28.0,1599.0,19.0,3,female,1
28.0,4047.0,29.0,4,male,1
38.0,2141.0,49.0,4,female,0
39.0,1187.0,34.0,3,female,0
14.0,3148.0,50.0,4,male,0
20.0,4816.0,25.0,3,male,0
41.0,2544.0,30.0,2,male,1
27.0,4542.0,19.0,2,male,1
7.0,4008.0,36.0,1,male,1
24.0,2379.0,19.0,4,male,1
32.0,3902.0,29.0,4,male,0
28.0,1935.0,48.0,1,male,1
23.0,3060.0,55.0,4,male,0
20.0,1321.0,58.0,4,female,1
18.0,2502.0,26.0,4,female,1
7.0,2810.0,44.0,4,male,0
28.0,4472.0,35.0,4,female,0
26.0,2355.0,35.0,4,male,0
12.0,2346.0,47.0,3,male,1
12.0,8107.0,29.0,3,female,1
12.0,2374.0,19.0,4,male,1
17.0,3036.0,53.0,1,male,1
45.0,2756.0,54.0,3,male,1
23.0,988.0,21.0,4,male,1
29.0,2172.0,38.0,1,male,0
22.0,3893.0,45.0,4,male,1
23.0,5137.0,53.0,1,male,1
20.0,2459.0,40.0,3,male,1
4.0,4060.0,35.0,1,male,1
35.0,1322.0,42.0,2,male,0
30.0,2161.0,46.0,1,male,0
29.0,3344.0,40.0,1,male,0
29.0,2017.0,46.0,4,male,0
35.0,2161.0,51.0,2,female,0
16.0,1602.0,47.0,4,male,0
32.0,5268.0,63.0,4,male,0
52.0,2728.0,49.0,4,male,1
42.0,2824.0,19.0,4,male,1
26.0,3873.0,39.0,3,male,0
4.0,1613.0,44.0,4,male,0
4.0,3936.0,39.0,1,male,0
16.0,1111.0,35.0,3,male,0
30.0,1967.0,33.0,4,female,1
17.0,3946.0,30.0,3,female,0
27.0,828.0,39.0,4,male,1
30.0,1014.0,35.0,1,female,0
34.0,2182.0,36.0,2,male,1
40.0,4008.0,31.0,1,male,0
28.0,3587.0,36.0,1,male,0
18.0,3541.0,38.0,1,male,1
19.0,1599.0,42.0,3,female,0
12.0,2098.0,33.0,1,male,0
59.0,2443.0,22.0,4,female,0
35.0,3635.0,40.0,4,male,1
33.0,2740.0,35.0,4,male,1
5.0,1951.0,39.0,3,female,0
