duration,credit_amount,age,installment_rate,sex,target
12.0,864.0,55.0,4,male,1
25.0,2635.0,29.0,2,male,1
37.0,1921.0,35.0,3,male,0
9.0,5612.0,42.0,4,male,1
10.0,2128.0,51.0,2,female,1
27.0,3538.0,55.0,1,male,1
20.0,2925.0,47.0,1,male,0
20.0,2701.0,41.0,2,female,1
19.0,1217.0,25.0,1,female,0
16.0,1624.0,50.0,3,male,1
43.0,2602.0,31.0,1,male,1
33.0,2352.0,49.0,3,male,0
16.0,2288.0,54.0,2,male,1
36.0,3683.0,21.0,4,male,1
45.0,2522.0,62.0,1,male,1
27.0,3557.0,36.0,3,female,1
25.0,2565.0,51.0,4,male,1
14.0,2964.0,49.0,1,male,1
22.0,1862.0,60.0,3,male,1
23.0,1052.0,51.0,2,female,0
37.0,3818.0,58.0,1,male,1
8.0,3797.0,48.0,1,male,1
4.0,3407.0,28.0,3,male,1
14.0,1553.0,35.0,2,female,1
25.0,4352.0,46.0,2,female,1
4.0,2524.0,49.0,4,female,0
18.0,2653.0,39.0,1,male,1
10.0,1682.0,29.0,4,male,0
6.0,1875.0,23.0,4,female,0
22.0,1743.0,38.0,2,male,1
35.0,2995.0,69.0,2,male,1
4.0,1656.0,36.0,2,male,0
23.0,2407.0,32.0,4,male,1
18.0,1831.0,45.0,4,female,0
29.0,1188.0,46.0,1,male,0
21.0,2493.0,39.0,1,male,1
12.0,2596.0,19.0,3,male,1
32.0,2551.0,30.0,2,male,0
26.0,483.0,30.0,2,male,1
7.0,4128.0,45.0,2,female,1
4.0,2393.0,30.0,1,male,0
11.0,1427.0,35.0,3,male,1
23.0,6581.0,25.0,1,male,1
30.0,2473.0,31.0,3,male,0
13.0,3564.0,64.0,2,female,0
15.0,2602.0,48.0,1,female,1
4.0,722.0,42.0,1,male,1
14.0,4532.0,28.0,4,male,0
22.0,1303.0,23.0,2,male,0
13.0,4302.0,50.0,3,female,0
19.0,2259.0,37.0,4,male,1
8.0,1503.0,44.0,3,male,0
9.0,667.0,40.0,3,male,1
24.0,1906.0,39.0,1,female,0
4.0,1378.0,19.0,4,female,0
20.0,2470.0,49.0,4,female,1
35.0,1335.0,59.0,1,female,0
13.0,3523.0,38.0,1,male,1
14.0,1841.0,36.0,3,male,0
9.0,1919.0,40.0,2,male,1
4.0,6764.0,35.0,4,male,1
13.0,3647.0,19.0,1,female,1
4.0,1703.0,33.0,2,male,1
17.0,2947.0,37.0,3,male,0
13.0,988.0,50.0,3,male,1
6.0,1594.0,26.0,1,male,1
20.0,2189.0,34.0,1,male,1
33.0,1623.0,38.0,2,male,1
30.0,1397.0,43.0,4,male,1
16.0,3409.0,61.0,1,female,1
20.0,1770.0,45.0,2,male,1
7.0,1544.0,45.0,4,male,1
17.0,1767.0,24.0,3,male,1
28.0,1707.0,57.0,4,male,1
30.0,3683.0,19.0,1,male,1
37.0,2855.0,54.0,1,male,1
4.0,1039.0,48.0,4,male,1
40.0,4959.0,39.0,2,male,0
25.0,4292.0,26.0,3,male,1
40.0,2097.0,44.0,1,male,1
20.0,1400.0,32.0,1,male,1
35.0,2468.0,54.0,1,male,1
19.0,1798.0,19.0,1,male,1
7.0,3153.0,39.0,1,female,0
24.0,2377.0,19.0,2,male,1
13.0,4679.0,39.0,2,female,0
19.0,988.0,34.0,4,male,0
27.0,1759.0,48.0,4,female,1
30.0,2829.0,25.0,2,female,0
28.0,1882.0,26.0,4,female,1
32.0,1958.0,19.0,3,male,0
4.0,1265.0,32.0,1,male,1
34.0,6550.0,40.0,3,male,1
9.0,2174.0,35.0,1,male,1
21.0,3495.0,27.0,4,male,1
14.0,1575.0,35.0,2,female,1
5.0,1892.0,44.0,4,male,1
32.0,2346.0,41.0,4,female,0
7.0,5723.0,19.0,2,male,0
13.0,4915.0,32.0,1,male,0
38.0,7073.0,28.0,4,female,1
4.0,5322.0,19.0,1,male,1
4.0,5220.0,45.0,2,male,1
32.0,2162.0,41.0,4,male,1
14.0,1656.0,25.0,2,female,0
30.0,4831.0,44.0,4,male,1
20.0,1635.0,40.0,4,female,0
13.0,3184.0,32.0,3,female,1
29.0,1766.0,41.0,4,male,0
11.0,1353.0,35.0,2,male,1
13.0,2483.0,30.0,1,male,0
23.0,1479.0,50.0,3,female,1
6.0,2025.0,19.0,3,female,0
4.0,3768.0,60.0,3,female,1
4.0,2151.0,40.0,3,male,1
32.0,4092.0,33.0,2,male,1
45.0,1944.0,42.0,1,male,1
35.0,2922.0,27.0,3,male,1
12.0,1385.0,33.0,1,male,1
13.0,4814.0,63.0,1,male,1
7.0,813.0,42.0,3,male,0
20.0,2821.0,36.0,3,male,1
33.0,3241.0,36.0,3,male,0
19.0,522.0,48.0,1,female,0
19.0,981.0,48.0,2,female,1
4.0,1023.0,33.0,1,female,0
24.0,2316.0,52.0,2,male,1
4.0,2072.0,37.0,4,female,0
17.0,2014.0,37.0,4,male,1
25.0,3335.0,47.0,2,male,0
21.0,7625.0,30.0,3,male,0
29.0,1387.0,19.0,1,male,1
40.0,2944.0,36.0,1,female,1
4.0,2446.0,48.0,2,male,1
4.0,4167.0,34.0,2,male,0
42.0,804.0,48.0,2,male,1
26.0,991.0,52.0,1,female,1
11.0,1333.0,34.0,3,female,1
17.0,1332.0,37.0,4,male,1
20.0,2745.0,36.0,2,female,0
34.0,1899.0,46.0,3,female,1
16.0,826.0,43.0,3,male,1
20.0,1601.0,39.0,4,male,1
4.0,981.0,54.0,3,male,1
39.0,1601.0,42.0,4,male,0
26.0,2168.0,41.0,3,female,0
14.0,1564.0,29.0,1,male,1
4.0,4487.0,39.0,1,male,1
20.0,7555.0,55.0,2,female,1
32.0,3143.0,46.0,1,male,1
50.0,1039.0,39.0,1,male,1
45.0,5159.0,37.0,2,male,1
15.0,7068.0,28.0,3,female,0
15.0,2161.0,29.0,2,male,1
8.0,2911.0,50.0,3,male,1
26.0,4289.0,38.0,4,male,0
10.0,2650.0,39.0,1,male,1
28.0,4631.0,54.0,2,male,1
25.0,3217.0,33.0,1,male,1
26.0,1751.0,32.0,4,female,1
8.0,1863.0,55.0,4,female,1
35.0,2112.0,46.0,1,female,1
18.0,1663.0,19.0,3,male,0
5.0,4757.0,38.0,1,male,1
20.0,2848.0,29.0,3,female,0
23.0,2160.0,32.0,3,male,0
21.0,3657.0,36.0,3,male,0
33.0,2515.0,19.0,1,female,1
36.0,4128.0,30.0,3,female,1
50.0,5723.0,60.0,3,male,0
19.0,2624.0,36.0,4,female,0
36.0,1792.0,33.0,3,male,1
4.0,1227.0,49.0,2,male,1
45.0,6049.0,23.0,1,male,0
20.0,2944.0,36.0,3,male,1
37.0,1778.0,54.0,4,male,0
17.0,2267.0,38.0,4,female,0
28.0,1310.0,41.0,4,female,1
29.0,4869.0,36.0,2,male,1
13.0,2823.0,42.0,1,female,1
13.0,1981.0,46.0,3,male,1
4.0,1039.0,36.0,4,female,1
28.0,7110.0,39.0,4,male,0
18.0,2557.0,41.0,1,male,1
18.0,754.0,19.0,4,male,1
36.0,1801.0,49.0,4,male,1
25.0,2374.0,60.0,4,female,0
24.0,2604.0,48.0,1,male,1
4.0,1313.0,40.0,4,male,1
23.0,4372.0,34.0,4,male,1
17.0,3239.0,42.0,4,female,1
33.0,2469.0,62.0,2,female,0
14.0,1679.0,56.0,2,male,1
5.0,904.0,30.0,4,male,1
18.0,1894.0,56.0,4,male,1
45.0,2163.0,30.0,4,male,0
9.0,1236.0,30.0,2,female,1
37.0,2831.0,37.0,2,male,1
18.0,3600.0,46.0,3,male,0
4.0,1862.0,35.0,3,female,0
29.0,1954.0,50.0,4,female,0
51.0,2416.0,42.0,1,female,1
27.0,5810.0,58.0,1,male,0
7.0,5025.0,23.0,4,male,0
18.0,964.0,39.0,2,female,0
9.0,1854.0,46.0,2,male,1
55.0,7993.0,58.0,4,male,1
28.0,2017.0,19.0,1,male,1
4.0,5887.0,36.0,3,male,1
32.0,3137.0,19.0,2,male,1
27.0,4634.0,44.0,3,male,0
8.0,1983.0,32.0,3,male,0
13.0,2493.0,42.0,4,female,0
20.0,3186.0,51.0,1,male,1
44.0,2416.0,49.0,2,male,1
14.0,2335.0,36.0,1,male,1
11.0,5072.0,46.0,4,male,1
33.0,2200.0,69.0,4,female,1
12.0,4799.0,33.0,3,male,0
7.0,1748.0,45.0,4,male,1
19.0,2022.0,33.0,2,male,1
32.0,3523.0,49.0,2,male,1
22.0,3148.0,29.0,4,male,1
16.0,3946.0,46.0,3,male,1
39.0,2474.0,22.0,4,male,1
39.0,2399.0,40.0,4,male,0
4.0,1873.0,67.0,1,male,1
6.0,999.0,25.0,3,male,1
9.0,1939.0,31.0,2,male,1
18.0,4109.0,50.0,3,female,0
23.0,2335.0,26.0,1,male,1
20.0,2680.0,19.0,4,female,0
22.0,4621.0,20.0,1,male,0
27.0,1464.0,40.0,3,male,0
4.0,2873.0,52.0,3,male,1
4.0,1778.0,39.0,4,female,1
25.0,4345.0,39.0,3,male,1
37.0,1085.0,51.0,3,male,1
23.0,2011.0,38.0,2,female,1
15.0,1859.0,55.0,1,male,0
28.0,2017.0,57.0,2,male,1
16.0,1808.0,35.0,2,female,1
4.0,6144.0,54.0,2,female,0
16.0,2135.0,47.0,3,male,1
31.0,2228.0,37.0,3,male,1
25.0,1093.0,38.0,4,female,1
30.0,1175.0,51.0,4,male,1
14.0,1593.0,24.0,1,male,1
28.0,1242.0,20.0,3,male,1
39.0,3172.0,53.0,3,female,0
16.0,1778.0,62.0,2,male,1
14.0,1915.0,41.0,4,male,1
37.0,2248.0,51.0,1,male,0
22.0,1468.0,19.0,4,female,0
6.0,1188.0,23.0,2,male,0
15.0,1676.0,32.0,1,female,1
38.0,2714.0,35.0,2,female,0
26.0,2271.0,40.0,4,male,1
45.0,1544.0,33.0,2,male,1
29.0,5612.0,38.0,4,male,1
24.0,2925.0,36.0,4,male,0
34.0,3444.0,46.0,3,male,1
13.0,5339.0,51.0,2,male,0
35.0,1471.0,49.0,4,male,1
20.0,3935.0,55.0,4,male,1
18.0,2756.0,36.0,4,female,1
26.0,2827.0,33.0,3,female,1
15.0,1039.0,19.0,1,female,1
7.0,1545.0,19.0,4,female,1
9.0,2411.0,48.0,1,male,1
28.0,2370.0,44.0,2,female,1
25.0,5456.0,39.0,3,male,1
22.0,1989.0,35.0,3,male,0
30.0,2763.0,24.0,2,male,1
9.0,2025.0,19.0,3,female,0
16.0,1182.0,31.0,4,female,1
42.0,2022.0,35.0,3,male,1
9.0,2524.0,19.0,1,male,1
38.0,5959.0,55.0,4,male,1
17.0,4556.0,31.0,3,male,0
28.0,1850.0,43.0,1,male,1
24.0,1485.0,54.0,1,female,0
18.0,2387.0,56.0,4,female,1
22.0,1817.0,35.0,2,male,1
33.0,7866.0,51.0,4,male,1
12.0,3736.0,49.0,2,female,1
9.0,2349.0,38.0,2,female,1
32.0,1861.0,42.0,3,male,1
16.0,1356.0,28.0,2,female,1
19.0,2307.0,41.0,4,female,1
18.0,544.0,30.0,4,male,1
16.0,1984.0,36.0,4,male,1
4.0,1902.0,39.0,2,male,1
20.0,5344.0,50.0,2,female,1
15.0,941.0,35.0,1,male,1
4.0,3814.0,35.0,4,female,1
14.0,2017.0,33.0,2,female,1
24.0,3610.0,68.0,1,male,1
44.0,1656.0,33.0,1,male,0
14.0,3001.0,44.0,4,male,0
38.0,3768.0,21.0,2,female,1
15.0,7926.0,39.0,4,female,0
27.0,1582.0,24.0,3,male,1
18.0,2261.0,31.0,4,male,0
31.0,2316.0,47.0,3,female,1
23.0,1805.0,59.0,1,male,1
16.0,2312.0,40.0,4,female,1
4.0,2453.0,45.0,1,male,1
34.0,2035.0,40.0,4,female,0
4.0,957.0,32.0,3,male,1
13.0,2790.0,39.0,1,male,1
44.0,1117.0,50.0,2,male,1
24.0,2337.0,40.0,1,male,0
22.0,4091.0,34.0,3,male,0
23.0,1217.0,32.0,3,male,1
24.0,2267.0,44.0,1,male,0
17.0,2694.0,34.0,1,male,1
26.0,2391.0,49.0,4,male,0
19.0,1928.0,22.0,3,male,0
17.0,2457.0,47.0,1,male,1
27.0,3473.0,29.0,4,female,1
29.0,1414.0,37.0,4,male,0
26.0,2226.0,63.0,3,male,1
33.0,3541.0,51.0,3,male,1
46.0,1823.0,32.0,2,male,1
44.0,1296.0,34.0,1,male,1
22.0,3594.0,49.0,4,male,1
7.0,3462.0,50.0,1,male,1
35.0,3998.0,38.0,4,female,0
23.0,2434.0,47.0,2,female,1
32.0,1759.0,33.0,3,male,1
17.0,5339.0,19.0,2,male,1
32.0,4634.0,52.0,1,male,0
7.0,3644.0,33.0,2,female,1
23.0,1902.0,45.0,4,male,1
4.0,2573.0,36.0,3,male,0
47.0,1547.0,35.0,1,female,0
18.0,1386.0,27.0,4,male,1
4.0,2521.0,47.0,4,female,0
38.0,2906.0,49.0,1,male,1
34.0,3265.0,54.0,3,male,1
39.0,2603.0,47.0,3,female,1
7.0,6882.0,44.0,1,male,1
26.0,1453.0,32.0,3,female,0
38.0,4858.0,39.0,1,male,1
19.0,1985.0,43.0,3,female,1
27.0,3941.0,19.0,4,male,1
19.0,1487.0,25.0,1,female,1
17.0,7257.0,37.0,4,female,1
39.0,5205.0,49.0,4,male,0
12.0,1028.0,55.0,3,male,1
22.0,4816.0,60.0,4,female,0
29.0,2722.0,29.0,3,male,1
22.0,3893.0,39.0,1,female,1
33.0,2471.0,32.0,4,male,0
4.0,2258.0,28.0,3,male,1
36.0,1178.0,34.0,1,female,1
7.0,1935.0,39.0,3,female,1
19.0,2446.0,48.0,1,female,0
17.0,991.0,21.0,2,male,1
28.0,1459.0,36.0,3,female,0
19.0,2474.0,27.0,4,male,1
16.0,3115.0,55.0,3,male,1
31.0,1975.0,59.0,1,male,1
48.0,5162.0,33.0,2,female,1
14.0,1898.0,30.0,3,male,1
13.0,3407.0,46.0,3,female,0
14.0,4861.0,50.0,4,male,1
6.0,1613.0,26.0,1,female,1
6.0,4445.0,33.0,2,male,1
15.0,2306.0,41.0,4,female,0
31.0,1583.0,26.0,2,male,0
15.0,5717.0,57.0,3,male,1
11.0,5815.0,38.0,1,male,1
20.0,2110.0,38.0,1,male,1
11.0,4311.0,25.0,4,male,1
53.0,4172.0,54.0,1,male,1
41.0,2485.0,23.0,4,male,1
22.0,7555.0,30.0,2,male,0
4.0,2336.0,31.0,3,male,1
14.0,1778.0,36.0,4,male,0
10.0,2521.0,21.0,1,male,1
10.0,2360.0,29.0,1,female,1
4.0,1978.0,45.0,4,female,1
15.0,2150.0,37.0,3,male,0
14.0,1207.0,39.0,2,male,1
13.0,3439.0,50.0,4,female,0
5.0,1185.0,42.0,1,female,1
26.0,4432.0,50.0,3,male,1
10.0,3563.0,38.0,1,female,0
4.0,2016.0,27.0,1,male,1
8.0,2025.0,58.0,4,male,0
32.0,1815.0,19.0,4,male,0
36.0,2544.0,22.0,3,male,0
7.0,6070.0,25.0,1,male,1
19.0,2995.0,66.0,2,female,1
28.0,2017.0,39.0,3,male,0
33.0,6114.0,51.0,3,female,1
15.0,2023.0,19.0,4,male,1
25.0,2090.0,25.0,1,male,1
16.0,7347.0,42.0,3,male,1
4.0,3514.0,33.0,2,male,1
33.0,4715.0,39.0,3,male,0
20.0,3478.0,45.0,2,male,1
27.0,3339.0,39.0,3,male,1
18.0,3568.0,39.0,1,male,1
10.0,3731.0,40.0,2,male,1
15.0,7602.0,36.0,3,female,0
25.0,1350.0,41.0,4,male,1
5.0,743.0,49.0,4,female,0
41.0,2187.0,27.0,3,female,0
50.0,1153.0,41.0,4,male,0
4.0,2709.0,49.0,4,male,1
33.0,1335.0,36.0,2,female,1
16.0,2570.0,37.0,4,male,1
29.0,4465.0,60.0,4,male,1
23.0,1948.0,51.0,2,female,1
19.0,1707.0,66.0,2,male,1
33.0,3797.0,61.0,2,male,1
22.0,1701.0,34.0,2,female,1
40.0,2453.0,30.0,3,male,1
25.0,2354.0,35.0,3,male,1
4.0,1238.0,48.0,2,male,1
19.0,4092.0,19.0,3,female,1
21.0,1396.0,38.0,4,female,0
14.0,3973.0,53.0,4,male,1
6.0,3063.0,38.0,4,male,1
46.0,1435.0,42.0,2,male,1
20.0,2090.0,35.0,2,male,0
21.0,3914.0,19.0,4,female,1
4.0,2140.0,49.0,3,male,1
28.0,7625.0,35.0,1,male,1
20.0,1471.0,43.0,4,male,0
35.0,4715.0,38.0,4,female,0
43.0,1036.0,62.0,1,male,1
13.0,2178.0,43.0,4,male,1
12.0,4159.0,43.0,1,male,1
36.0,904.0,37.0,4,female,1
35.0,2919.0,29.0,3,male,0
25.0,1385.0,42.0,2,male,1
31.0,1222.0,51.0,1,male,1
17.0,1703.0,38.0,1,female,1
21.0,1896.0,19.0,1,female,1
21.0,1948.0,29.0,2,male,1
4.0,1822.0,61.0,4,male,1
31.0,1583.0,31.0,2,male,1
32.0,660.0,39.0,4,female,1
9.0,5025.0,19.0,2,male,0
14.0,7167.0,32.0,2,female,1
25.0,3176.0,28.0,3,male,0
31.0,2159.0,48.0,4,male,1
22.0,1464.0,45.0,1,male,1
15.0,2886.0,45.0,3,male,1
27.0,2903.0,51.0,4,male,1
23.0,1538.0,32.0,2,female,0
9.0,2252.0,59.0,3,male,1
17.0,3658.0,36.0,2,male,1
17.0,2905.0,49.0,2,male,1
30.0,2451.0,63.0,2,male,1
5.0,2636.0,32.0,2,male,1
11.0,1689.0,42.0,4,female,1
16.0,2423.0,37.0,1,female,1
22.0,2597.0,39.0,1,male,0
51.0,1710.0,41.0,2,female,1
19.0,2349.0,37.0,1,female,1
34.0,4008.0,38.0,1,male,1
32.0,4315.0,47.0,1,female,1
38.0,804.0,23.0,2,male,0
44.0,1154.0,29.0,1,female,1
29.0,4161.0,33.0,2,male,1
9.0,3108.0,22.0,2,male,1
17.0,3130.0,42.0,4,female,1
40.0,1175.0,33.0,1,male,1
49.0,2618.0,28.0,1,male,0
38.0,3420.0,23.0,1,male,1
51.0,3168.0,28.0,1,male,1
30.0,1706.0,43.0,1,female,1
11.0,1854.0,23.0,3,male,1
22.0,2933.0,49.0,1,female,1
25.0,2759.0,46.0,2,male,1
33.0,4915.0,42.0,2,female,1
32.0,774.0,19.0,3,male,1
10.0,1831.0,29.0,1,male,1
36.0,4800.0,51.0,1,male,1
14.0,1333.0,34.0,2,male,1
25.0,2634.0,29.0,4,male,1
30.0,5325.0,30.0,1,male,1
30.0,1451.0,42.0,1,male,1
28.0,2978.0,19.0,4,male,0
14.0,6623.0,51.0,3,female,0
20.0,1235.0,40.0,2,male,0
33.0,867.0,26.0,4,male,1
15.0,4311.0,46.0,1,male,1
7.0,1932.0,19.0,4,female,0
4.0,2391.0,24.0,4,female,1
22.0,2583.0,41.0,2,female,1
10.0,4727.0,56.0,4,female,1
21.0,2133.0,24.0,4,male,1
8.0,4123.0,22.0,3,male,0
16.0,3692.0,37.0,4,male,0
17.0,2469.0,39.0,3,female,0
33.0,4335.0,29.0,1,female,1
10.0,2902.0,29.0,3,male,1
7.0,2356.0,57.0,2,female,0
22.0,11404.0,28.0,1,female,0
32.0,865.0,19.0,4,male,0
9.0,1322.0,33.0,2,male,1
28.0,1428.0,54.0,1,male,1
21.0,1998.0,46.0,4,male,1
28.0,2738.0,37.0,4,male,1
4.0,2168.0,23.0,4,male,1
22.0,7669.0,37.0,4,male,1
18.0,1902.0,69.0,1,female,1
24.0,1374.0,45.0,4,male,1
12.0,2484.0,50.0,1,male,0
20.0,1981.0,19.0,1,female,1
4.0,1902.0,33.0,3,male,1
21.0,3995.0,31.0,2,female,1
38.0,2957.0,59.0,4,male,0
24.0,4447.0,35.0,2,male,1
22.0,1385.0,37.0,3,male,1
26.0,3435.0,32.0,3,male,0
39.0,2517.0,19.0,1,male,1
12.0,1788.0,51.0,2,male,0
4.0,1030.0,19.0,2,male,1
7.0,2360.0,31.0,3,female,0
12.0,1312.0,19.0,2,male,1
22.0,3578.0,31.0,4,female,0
32.0,3157.0,33.0,2,male,0
12.0,3165.0,32.0,3,male,0
8.0,8817.0,56.0,4,male,1
33.0,4841.0,24.0,3,male,0
35.0,842.0,34.0,4,female,0
11.0,3355.0,44.0,3,male,1
31.0,2787.0,33.0,3,male,1
19.0,2766.0,32.0,4,male,1
15.0,1905.0,61.0,4,male,1
19.0,3965.0,47.0,4,female,0
10.0,513.0,27.0,3,female,0
4.0,1175.0,40.0,2,female,1
4.0,3384.0,27.0,2,male,1
11.0,2720.0,43.0,3,male,1
25.0,3966.0,21.0,1,female,1
26.0,2017.0,47.0,1,male,1
32.0,1881.0,42.0,1,male,1
11.0,3690.0,41.0,4,male,1
21.0,2687.0,37.0,3,female,1
4.0,942.0,39.0,4,male,1
8.0,3995.0,28.0,2,male,1
34.0,1364.0,38.0,3,female,1
19.0,3893.0,45.0,1,male,1
45.0,2763.0,43.0,1,female,1
30.0,3355.0,27.0,2,male,0
15.0,4152.0,45.0,2,male,1
12.0,1400.0,24.0,2,female,0
4.0,3439.0,29.0,1,male,1
38.0,2414.0,28.0,3,male,0
34.0,2158.0,31.0,4,male,1
59.0,2524.0,37.0,3,female,0
47.0,1930.0,46.0,4,male,0
25.0,2519.0,51.0,1,female,1
8.0,2790.0,43.0,3,female,1
4.0,1731.0,29.0,3,male,0
16.0,4349.0,47.0,2,female,0
21.0,2588.0,49.0,3,female,0
4.0,1332.0,28.0,1,female,1
30.0,3148.0,24.0,2,female,1
33.0,3241.0,36.0,3,male,0
8.0,1109.0,60.0,1,male,1
18.0,2867.0,34.0,4,male,1
4.0,2002.0,35.0,4,male,0
34.0,2846.0,46.0,4,female,1
9.0,2219.0,24.0,4,male,0
7.0,3009.0,25.0,4,female,0
4.0,2683.0,36.0,4,female,0
8.0,753.0,47.0,4,male,1
4.0,2536.0,34.0,2,male,1
34.0,3318.0,30.0,1,male,1
29.0,3587.0,19.0,4,male,0
5.0,4677.0,57.0,2,female,1
9.0,2925.0,23.0,4,male,0
20.0,4891.0,54.0,4,male,1
22.0,3839.0,29.0,1,male,0
7.0,1921.0,51.0,2,female,1
38.0,1710.0,58.0,1,female,1
29.0,4841.0,28.0,3,male,0
47.0,3587.0,45.0,2,male,0
4.0,925.0,46.0,4,male,0
4.0,1364.0,52.0,4,female,1
30.0,4531.0,34.0,3,female,1
24.0,2684.0,53.0,2,female,1
17.0,957.0,38.0,3,female,1
6.0,3095.0,26.0,3,female,1
27.0,4127.0,50.0,2,male,0
14.0,3460.0,53.0,3,male,0
38.0,2426.0,37.0,1,male,1
35.0,2219.0,36.0,1,female,1
33.0,1882.0,47.0,3,male,1
4.0,1866.0,58.0,4,male,1
25.0,2852.0,23.0,3,male,0
44.0,8107.0,51.0,2,male,1
45.0,8123.0,63.0,4,female,1
37.0,2261.0,27.0,3,male,1
35.0,1090.0,44.0,4,female,0
11.0,2337.0,38.0,3,male,1
40.0,2134.0,41.0,3,male,1
46.0,2168.0,53.0,1,male,1
27.0,979.0,19.0,4,male,1
28.0,2379.0,32.0,4,male,0
19.0,1746.0,21.0,4,female,1
23.0,2520.0,34.0,2,female,1
17.0,1039.0,60.0,1,male,1
27.0,2504.0,25.0,4,male,0
18.0,1246.0,32.0,3,female,0
4.0,1541.0,30.0,1,male,1
13.0,1731.0,42.0,4,male,1
26.0,1861.0,34.0,1,female,1
24.0,1861.0,28.0,4,male,0
40.0,1861.0,28.0,4,male,0
33.0,1797.0,36.0,1,male,0
38.0,1703.0,23.0,3,male,1
20.0,1823.0,19.0,3,female,0
35.0,2042.0,51.0,3,male,0
12.0,6484.0,39.0,1,female,1
12.0,3936.0,31.0,1,female,1
