duration,credit_amount,age,installment_rate,sex,target
28.0,1322.0,49.0,3,male,0
4.0,1023.0,30.0,1,male,1
34.0,4363.0,34.0,4,female,1
25.0,3731.0,42.0,2,female,0
18.0,4161.0,29.0,3,male,1
28.0,1427.0,48.0,1,male,1
40.0,2175.0,46.0,3,female,1
15.0,2706.0,19.0,3,male,0
8.0,3015.0,30.0,3,female,1
48.0,2287.0,26.0,1,male,1
21.0,2349.0,47.0,4,male,0
40.0,4082.0,49.0,1,male,1
12.0,1928.0,24.0,2,female,1
26.0,1827.0,30.0,3,male,1
13.0,1932.0,36.0,2,male,1
29.0,1867.0,33.0,3,male,1
17.0,2571.0,46.0,3,female,1
12.0,2139.0,49.0,3,male,1
41.0,1944.0,45.0,1,male,0
25.0,5025.0,51.0,4,female,0
4.0,2785.0,49.0,4,male,1
18.0,2014.0,37.0,2,female,1
9.0,4547.0,33.0,1,male,0
6.0,1807.0,29.0,3,male,1
13.0,2397.0,47.0,1,female,1
15.0,2271.0,48.0,3,female,1
22.0,1800.0,49.0,4,female,1
11.0,1973.0,34.0,3,male,1
4.0,2474.0,33.0,4,female,1
14.0,1102.0,40.0,3,male,1
33.0,1984.0,52.0,1,female,1
4.0,2718.0,41.0,1,female,0
29.0,2791.0,40.0,3,male,0
27.0,2824.0,28.0,4,female,1
15.0,7625.0,43.0,2,male,1
25.0,3404.0,44.0,1,male,1
11.0,2200.0,27.0,4,female,0
16.0,2241.0,59.0,2,female,1
8.0,2391.0,27.0,4,male,1
27.0,3026.0,49.0,4,female,1
39.0,2069.0,35.0,1,male,1
12.0,5205.0,39.0,2,male,0
36.0,1345.0,28.0,2,female,0
4.0,3261.0,31.0,3,female,1
10.0,3102.0,46.0,3,male,0
8.0,1303.0,35.0,2,female,1
44.0,3345.0,34.0,3,male,0
13.0,3178.0,48.0,1,male,1
31.0,1743.0,46.0,3,male,0
4.0,7426.0,39.0,3,female,1
22.0,3458.0,40.0,3,female,1
28.0,2022.0,58.0,1,male,1
21.0,1894.0,36.0,2,male,1
4.0,1588.0,41.0,1,male,0
23.0,2756.0,42.0,4,male,0
32.0,2484.0,22.0,2,female,1
38.0,1138.0,19.0,2,female,1
26.0,1385.0,39.0,2,male,1
4.0,1624.0,48.0,3,female,1
18.0,1962.0,39.0,3,male,1
33.0,2011.0,31.0,3,female,1
10.0,1690.0,30.0,1,male,1
28.0,3337.0,47.0,4,male,0
15.0,3841.0,34.0,2,male,1
22.0,2485.0,19.0,4,male,0
31.0,791.0,45.0,3,male,0
12.0,2186.0,40.0,4,male,1
55.0,3239.0,42.0,2,male,0
23.0,2306.0,50.0,1,male,0
26.0,2774.0,54.0,1,female,1
12.0,2511.0,44.0,2,female,1
22.0,1081.0,35.0,4,female,1
17.0,667.0,19.0,2,male,1
4.0,3241.0,41.0,3,male,0
4.0,1835.0,36.0,4,female,0
25.0,2975.0,53.0,2,male,1
20.0,2035.0,53.0,3,male,1
4.0,2154.0,42.0,3,male,1
4.0,4758.0,54.0,2,female,1
17.0,1256.0,36.0,3,male,1
20.0,2391.0,37.0,4,male,0
29.0,1349.0,28.0,4,male,0
5.0,2468.0,34.0,2,male,1
29.0,3085.0,40.0,4,male,1
17.0,3335.0,50.0,3,male,1
14.0,2581.0,29.0,2,male,0
19.0,1149.0,47.0,1,female,1
34.0,2743.0,66.0,1,female,1
28.0,3770.0,23.0,4,male,0
33.0,3966.0,35.0,1,male,1
12.0,6960.0,38.0,2,female,1
17.0,3184.0,50.0,1,male,1
6.0,1385.0,60.0,2,male,0
14.0,1850.0,52.0,2,male,1
16.0,2490.0,37.0,1,male,0
15.0,4055.0,28.0,1,male,0
30.0,1322.0,37.0,4,male,1
27.0,3797.0,37.0,2,male,1
31.0,3355.0,40.0,3,male,1
23.0,1515.0,27.0,2,male,0
35.0,3276.0,56.0,4,male,1
22.0,1601.0,29.0,4,female,1
33.0,2415.0,46.0,4,male,0
27.0,2052.0,40.0,3,male,0
31.0,2726.0,25.0,3,male,1
20.0,1279.0,38.0,1,male,1
5.0,3116.0,37.0,4,male,1
4.0,791.0,35.0,2,male,0
46.0,1983.0,47.0,1,female,1
26.0,1817.0,32.0,2,female,1
27.0,5354.0,67.0,1,female,0
19.0,3148.0,51.0,3,male,1
15.0,1880.0,27.0,4,male,1
59.0,1524.0,19.0,4,male,1
7.0,2426.0,52.0,2,female,0
20.0,1743.0,40.0,2,male,0
20.0,7167.0,39.0,2,female,1
7.0,515.0,26.0,1,female,1
5.0,2463.0,21.0,1,female,1
12.0,689.0,19.0,4,female,1
17.0,4047.0,67.0,1,male,1
15.0,1571.0,57.0,2,male,1
32.0,5503.0,32.0,3,male,0
6.0,1817.0,60.0,3,male,0
26.0,4128.0,19.0,4,male,0
40.0,2685.0,46.0,1,male,1
33.0,4383.0,46.0,1,male,1
7.0,2415.0,28.0,4,male,1
4.0,483.0,31.0,1,male,1
32.0,1646.0,26.0,2,female,1
27.0,1039.0,37.0,3,female,0
13.0,3833.0,53.0,1,female,1
38.0,3178.0,50.0,2,male,1
16.0,2407.0,42.0,1,male,1
22.0,3034.0,51.0,3,female,1
8.0,2628.0,19.0,2,male,1
25.0,1812.0,62.0,1,male,1
15.0,6164.0,37.0,4,male,1
14.0,2709.0,23.0,1,male,0
35.0,2175.0,33.0,2,male,1
24.0,1093.0,30.0,1,male,1
4.0,1727.0,38.0,2,male,0
30.0,2434.0,41.0,2,male,1
32.0,2185.0,19.0,4,male,1
10.0,1885.0,52.0,1,female,1
16.0,2339.0,58.0,1,male,1
22.0,1328.0,25.0,4,female,1
18.0,2414.0,55.0,3,male,1
22.0,1042.0,52.0,3,female,0
30.0,1526.0,49.0,3,male,0
15.0,1618.0,57.0,2,female,0
48.0,3766.0,22.0,2,male,0
12.0,3082.0,46.0,2,male,1
14.0,2478.0,26.0,4,female,1
46.0,1327.0,66.0,4,male,1
51.0,1995.0,27.0,4,female,0
22.0,3575.0,24.0,1,female,1
18.0,4498.0,51.0,2,male,1
7.0,1082.0,44.0,2,female,1
35.0,1951.0,38.0,2,male,1
23.0,2537.0,39.0,1,female,1
10.0,2855.0,45.0,4,male,1
26.0,2423.0,58.0,4,male,1
39.0,3418.0,29.0,2,male,0
30.0,1116.0,31.0,2,male,1
49.0,5398.0,31.0,3,male,1
36.0,1326.0,36.0,1,female,1
27.0,2478.0,37.0,2,male,1
21.0,3131.0,23.0,4,male,1
28.0,4349.0,41.0,4,female,1
37.0,3812.0,23.0,4,female,1
32.0,3752.0,34.0,4,male,0
34.0,4625.0,35.0,1,male,1
24.0,2214.0,35.0,1,female,1
31.0,3533.0,55.0,4,female,1
37.0,5333.0,58.0,3,male,0
19.0,1612.0,50.0,2,male,0
4.0,1124.0,56.0,4,male,0
44.0,1428.0,34.0,1,female,0
29.0,4980.0,55.0,1,female,0
15.0,4498.0,37.0,1,male,0
24.0,2013.0,40.0,4,male,0
18.0,2738.0,40.0,4,male,1
4.0,3044.0,22.0,1,male,1
18.0,4095.0,31.0,4,male,0
4.0,879.0,35.0,3,male,1
24.0,1832.0,41.0,3,male,1
20.0,2100.0,36.0,1,male,1
35.0,2867.0,28.0,4,male,1
19.0,2501.0,24.0,3,female,1
26.0,2046.0,37.0,4,male,1
17.0,2809.0,24.0,1,male,0
16.0,660.0,23.0,3,female,1
4.0,11404.0,37.0,3,male,0
34.0,3692.0,39.0,2,male,1
23.0,3781.0,28.0,1,female,0
13.0,1714.0,19.0,1,male,1
24.0,3009.0,41.0,1,female,1
16.0,6764.0,48.0,1,male,1
12.0,6037.0,33.0,3,female,1
24.0,2518.0,33.0,3,male,1
37.0,1248.0,19.0,1,female,1
17.0,2621.0,48.0,1,male,1
4.0,2046.0,25.0,2,female,0
13.0,3731.0,46.0,1,female,1
45.0,1230.0,30.0,2,female,0
10.0,2175.0,36.0,2,female,0
36.0,2821.0,36.0,2,female,1
18.0,1925.0,19.0,3,female,0
31.0,4128.0,68.0,4,female,1
20.0,1327.0,19.0,4,male,1
4.0,1230.0,38.0,3,male,1
16.0,2015.0,28.0,3,female,0
49.0,3748.0,35.0,1,male,1
19.0,2061.0,54.0,1,male,1
28.0,1812.0,19.0,3,female,0
17.0,3639.0,36.0,3,female,1
19.0,2726.0,43.0,4,female,0
25.0,1868.0,38.0,2,female,1
27.0,2596.0,42.0,1,male,1
50.0,2166.0,29.0,3,male,0
21.0,3318.0,19.0,2,male,0
18.0,2606.0,23.0,1,male,0
12.0,1579.0,33.0,4,male,1
4.0,1894.0,46.0,4,male,0
4.0,1948.0,38.0,3,male,1
30.0,2948.0,57.0,1,female,1
4.0,2905.0,38.0,3,female,1
39.0,1575.0,39.0,2,male,0
32.0,2189.0,39.0,1,male,0
17.0,2846.0,19.0,4,male,1
7.0,4168.0,44.0,3,male,0
21.0,2766.0,25.0,4,male,0
21.0,6309.0,34.0,2,male,1
35.0,2472.0,66.0,2,male,0
12.0,3513.0,23.0,2,male,1
16.0,2030.0,38.0,1,female,1
20.0,1424.0,40.0,4,male,1
17.0,2565.0,39.0,1,male,1
13.0,3108.0,37.0,1,female,1
4.0,2842.0,31.0,2,male,0
4.0,2583.0,61.0,1,female,1
12.0,2022.0,19.0,3,male,1
18.0,1572.0,25.0,2,male,1
34.0,2082.0,55.0,3,female,0
51.0,3130.0,44.0,3,male,1
44.0,3966.0,29.0,3,male,0
26.0,418.0,26.0,3,female,1
46.0,3355.0,35.0,2,male,0
19.0,4161.0,68.0,3,female,1
14.0,4611.0,43.0,4,male,0
51.0,3009.0,26.0,2,male,0
7.0,3407.0,40.0,2,male,0
16.0,1936.0,30.0,2,female,1
18.0,2314.0,55.0,3,female,0
40.0,3200.0,41.0,2,female,0
13.0,1345.0,52.0,2,male,1
32.0,1597.0,39.0,1,female,1
16.0,2680.0,63.0,4,male,1
5.0,1175.0,42.0,1,male,1
24.0,2485.0,40.0,4,female,1
23.0,1090.0,25.0,4,male,0
7.0,2654.0,33.0,4,female,1
10.0,2454.0,42.0,3,male,1
11.0,1819.0,31.0,3,female,0
33.0,1470.0,67.0,3,female,1
27.0,1886.0,37.0,3,male,0
24.0,774.0,28.0,4,male,1
27.0,1989.0,49.0,4,male,1
15.0,2570.0,31.0,1,male,1
27.0,4486.0,42.0,3,female,1
13.0,1871.0,36.0,4,female,0
4.0,2182.0,29.0,4,female,0
12.0,4906.0,54.0,1,female,1
24.0,5887.0,39.0,3,male,0
22.0,1898.0,50.0,3,male,1
35.0,4128.0,34.0,3,female,1
4.0,4361.0,21.0,1,male,1
18.0,3152.0,23.0,4,female,0
26.0,1435.0,31.0,1,male,1
9.0,1459.0,35.0,4,male,1
24.0,3254.0,38.0,4,male,1
16.0,7635.0,44.0,3,female,1
7.0,2178.0,23.0,4,female,0
35.0,5513.0,40.0,3,male,1
4.0,6144.0,24.0,2,male,0
34.0,1242.0,29.0,2,male,0
16.0,1786.0,67.0,3,male,1
9.0,5242.0,53.0,1,female,1
10.0,3941.0,34.0,4,male,0
12.0,3189.0,59.0,4,female,1
10.0,2400.0,54.0,4,male,0
25.0,3355.0,48.0,4,female,0
4.0,1725.0,55.0,4,female,1
37.0,7906.0,35.0,4,male,0
32.0,1322.0,36.0,4,male,1
39.0,936.0,27.0,3,male,1
8.0,2602.0,44.0,3,male,1
4.0,5021.0,23.0,4,male,0
13.0,1886.0,31.0,4,female,1
19.0,2360.0,42.0,2,female,1
25.0,1400.0,31.0,1,male,1
14.0,2329.0,41.0,4,male,1
20.0,1400.0,60.0,4,male,1
23.0,1412.0,26.0,4,male,0
4.0,1081.0,54.0,4,male,1
45.0,1865.0,30.0,3,male,1
7.0,6101.0,27.0,2,female,0
25.0,2360.0,40.0,1,male,1
35.0,2706.0,50.0,4,male,1
11.0,7257.0,30.0,4,male,1
21.0,1752.0,29.0,3,female,0
43.0,1439.0,32.0,1,female,1
17.0,3165.0,29.0,2,female,1
34.0,1248.0,39.0,1,male,1
25.0,2886.0,29.0,2,male,1
24.0,4373.0,35.0,1,female,1
31.0,1364.0,41.0,3,male,1
18.0,1865.0,33.0,4,male,1
18.0,5825.0,52.0,2,male,1
34.0,1384.0,29.0,3,female,1
25.0,1701.0,28.0,3,female,1
28.0,2758.0,63.0,1,male,1
6.0,2025.0,55.0,3,female,1
21.0,1538.0,38.0,1,male,1
37.0,5613.0,48.0,2,female,0
33.0,1820.0,41.0,3,male,1
26.0,2886.0,32.0,3,male,1
14.0,1965.0,45.0,3,male,0
13.0,2135.0,40.0,1,female,1
27.0,1160.0,53.0,4,male,1
40.0,3915.0,19.0,1,male,0
22.0,1951.0,47.0,4,male,1
38.0,4714.0,39.0,2,male,1
17.0,1301.0,29.0,1,male,1
37.0,1919.0,33.0,2,male,0
8.0,3094.0,33.0,1,female,1
24.0,2570.0,22.0,2,male,0
8.0,1706.0,30.0,2,male,0
30.0,2258.0,47.0,4,male,0
29.0,1203.0,20.0,4,male,1
9.0,2473.0,33.0,3,female,1
12.0,522.0,19.0,2,male,1
15.0,2634.0,31.0,1,male,1
4.0,4823.0,42.0,2,male,1
9.0,3787.0,37.0,2,male,1
10.0,3732.0,38.0,2,male,1
32.0,1971.0,25.0,2,male,0
39.0,3150.0,44.0,2,female,1
15.0,1973.0,27.0,4,male,1
17.0,2307.0,48.0,1,male,1
24.0,2306.0,40.0,3,male,0
14.0,418.0,32.0,4,male,1
18.0,3877.0,55.0,1,male,1
32.0,3094.0,33.0,1,female,1
24.0,3737.0,50.0,2,male,1
20.0,1458.0,38.0,2,male,1
14.0,3453.0,37.0,3,male,1
40.0,3133.0,50.0,4,female,0
13.0,771.0,42.0,2,female,1
23.0,941.0,37.0,3,male,1
8.0,2469.0,36.0,2,female,0
13.0,1705.0,39.0,2,male,1
22.0,2411.0,38.0,3,female,1
16.0,1731.0,34.0,1,male,1
28.0,5263.0,26.0,4,male,0
22.0,878.0,19.0,2,female,1
4.0,1153.0,36.0,2,female,0
4.0,1403.0,34.0,1,male,1
34.0,1173.0,52.0,2,female,1
13.0,1801.0,42.0,1,male,1
41.0,2414.0,51.0,2,male,1
21.0,1175.0,58.0,1,male,1
11.0,2906.0,36.0,3,male,1
28.0,4799.0,28.0,4,male,1
18.0,4235.0,47.0,1,male,1
21.0,6660.0,31.0,4,male,0
9.0,4323.0,35.0,3,female,1
30.0,2404.0,55.0,4,male,1
35.0,6038.0,45.0,1,female,1
14.0,3477.0,51.0,4,female,1
45.0,6164.0,23.0,1,male,0
14.0,2175.0,37.0,3,male,1
24.0,811.0,50.0,4,male,0
4.0,1279.0,22.0,1,female,0
4.0,2625.0,39.0,1,male,1
49.0,3260.0,42.0,2,male,1
40.0,2187.0,19.0,1,male,1
36.0,4083.0,57.0,1,male,1
4.0,1301.0,29.0,1,female,1
24.0,1682.0,36.0,1,female,1
27.0,4052.0,58.0,4,female,1
22.0,2493.0,19.0,4,male,0
25.0,2568.0,43.0,1,male,1
9.0,5019.0,33.0,3,male,1
19.0,4281.0,38.0,2,male,1
7.0,1580.0,28.0,4,male,1
17.0,2707.0,54.0,1,male,1
26.0,978.0,24.0,4,male,0
11.0,2416.0,41.0,3,male,0
18.0,2991.0,44.0,1,male,1
16.0,961.0,36.0,2,female,1
21.0,5513.0,35.0,2,male,0
33.0,6694.0,35.0,4,male,1
24.0,3156.0,50.0,3,male,1
26.0,3915.0,43.0,2,female,0
4.0,5261.0,37.0,3,male,1
16.0,2213.0,25.0,4,female,1
32.0,4152.0,39.0,1,female,0
10.0,2965.0,44.0,1,male,1
16.0,1067.0,37.0,4,female,1
9.0,1490.0,55.0,3,male,1
38.0,1861.0,19.0,2,female,1
15.0,4193.0,67.0,2,male,0
12.0,2568.0,35.0,4,male,1
29.0,4073.0,25.0,1,female,1
35.0,1941.0,19.0,4,female,0
27.0,1226.0,48.0,2,male,1
34.0,7019.0,45.0,4,female,1
24.0,8747.0,36.0,3,female,1
19.0,2996.0,37.0,4,male,0
15.0,2186.0,39.0,2,female,1
14.0,4479.0,33.0,4,male,1
13.0,1347.0,51.0,1,male,1
26.0,2187.0,45.0,3,female,1
20.0,1119.0,36.0,4,male,0
22.0,3145.0,19.0,1,male,0
29.0,2809.0,54.0,1,female,1
20.0,1997.0,32.0,3,female,0
4.0,1731.0,25.0,4,male,0
11.0,1071.0,53.0,4,male,0
7.0,1566.0,43.0,1,female,1
4.0,4528.0,19.0,3,male,0
22.0,2029.0,19.0,1,female,1
6.0,4631.0,33.0,4,male,0
5.0,1525.0,23.0,2,male,1
7.0,2340.0,36.0,4,female,1
33.0,1954.0,68.0,2,male,0
17.0,2130.0,69.0,2,female,1
34.0,3647.0,37.0,4,male,1
20.0,828.0,47.0,1,female,1
15.0,3560.0,48.0,4,female,0
28.0,3513.0,36.0,2,male,1
29.0,2465.0,21.0,1,female,1
22.0,2553.0,50.0,1,male,1
8.0,2161.0,35.0,4,male,0
15.0,3504.0,43.0,2,male,1
6.0,2495.0,46.0,2,male,1
18.0,1553.0,28.0,1,male,1
22.0,2647.0,58.0,4,female,1
40.0,4027.0,38.0,4,female,0
39.0,3006.0,40.0,3,female,1
30.0,2493.0,33.0,4,male,1
33.0,2755.0,46.0,1,male,1
24.0,1917.0,50.0,2,male,1
55.0,1977.0,31.0,3,male,0
41.0,904.0,44.0,3,male,1
52.0,2259.0,33.0,2,male,0
26.0,4060.0,24.0,3,male,1
26.0,2012.0,34.0,1,female,1
34.0,1521.0,45.0,1,male,1
23.0,3877.0,44.0,1,male,1
25.0,2669.0,51.0,3,male,0
8.0,2618.0,30.0,1,male,1
33.0,3145.0,34.0,2,male,0
23.0,3512.0,38.0,4,male,1
32.0,2416.0,45.0,2,male,1
18.0,1574.0,36.0,3,male,1
4.0,5889.0,27.0,1,female,1
27.0,2534.0,20.0,2,female,1
36.0,1640.0,52.0,4,female,1
5.0,2669.0,50.0,3,male,1
8.0,4468.0,30.0,3,female,0
17.0,1141.0,55.0,2,female,1
18.0,4800.0,37.0,3,male,0
4.0,2249.0,42.0,3,female,1
44.0,6764.0,54.0,2,male,1
34.0,3474.0,32.0,1,male,1
13.0,2314.0,28.0,4,male,0
4.0,4600.0,19.0,4,male,0
26.0,4715.0,41.0,2,male,1
46.0,2062.0,43.0,4,male,1
32.0,2790.0,48.0,1,male,1
36.0,1915.0,45.0,4,female,1
9.0,3881.0,39.0,3,female,1
24.0,1159.0,51.0,4,female,0
4.0,2198.0,26.0,2,male,1
46.0,826.0,42.0,3,male,1
28.0,3334.0,44.0,3,female,0
4.0,784.0,36.0,4,male,1
4.0,1375.0,58.0,3,male,1
27.0,2828.0,43.0,3,female,1
23.0,2034.0,54.0,1,male,1
17.0,1958.0,48.0,4,male,1
29.0,1469.0,35.0,3,male,0
47.0,1967.0,61.0,2,female,1
26.0,966.0,51.0,2,female,1
4.0,2863.0,37.0,1,male,1
19.0,3684.0,36.0,1,female,0
4.0,3568.0,26.0,1,male,1
11.0,2399.0,36.0,3,male,1
25.0,4556.0,35.0,3,male,1
19.0,3115.0,40.0,3,male,0
7.0,3936.0,33.0,1,male,1
21.0,3012.0,45.0,2,male,0
10.0,2475.0,37.0,1,male,1
28.0,1646.0,19.0,4,male,1
18.0,544.0,31.0,1,female,1
26.0,3435.0,27.0,1,female,1
17.0,2311.0,23.0,4,male,1
31.0,6630.0,35.0,3,male,0
19.0,867.0,48.0,1,male,1
21.0,3752.0,25.0,4,female,1
13.0,1471.0,19.0,4,female,1
23.0,2457.0,36.0,4,male,1
4.0,1515.0,69.0,1,male,1
52.0,2998.0,31.0,3,male,1
12.0,2414.0,40.0,1,female,0
22.0,3812.0,33.0,2,female,1
15.0,2631.0,48.0,1,male,0
14.0,3125.0,55.0,4,female,0
26.0,4715.0,36.0,1,male,1
14.0,3184.0,52.0,3,male,1
15.0,2281.0,25.0,4,female,0
4.0,4532.0,40.0,4,male,1
9.0,2297.0,23.0,3,female,1
6.0,3014.0,39.0,2,male,1
45.0,2099.0,31.0,3,female,1
4.0,1731.0,40.0,2,female,1
7.0,483.0,24.0,1,male,1
23.0,3507.0,40.0,4,male,1
39.0,1345.0,39.0,1,female,1
4.0,3519.0,31.0,2,male,0
4.0,6037.0,28.0,2,male,0
22.0,1210.0,24.0,1,male,1
25.0,3822.0,33.0,1,male,1
4.0,2316.0,42.0,1,male,1
4.0,3081.0,36.0,3,female,0
8.0,1301.0,39.0,4,female,1
31.0,2499.0,53.0,3,female,0
20.0,2658.0,34.0,1,male,1
31.0,5137.0,41.0,4,female,0
19.0,7110.0,48.0,2,male,0
20.0,2892.0,44.0,1,male,1
29.0,2034.0,42.0,1,female,0
19.0,7257.0,39.0,3,female,0
