duration,credit_amount,age,installment_rate,sex,target
8.0,4468.0,30.0,4,female,1
32.0,3101.0,54.0,3,male,1
25.0,2819.0,34.0,2,male,1
34.0,2027.0,33.0,3,male,0
4.0,2337.0,28.0,2,female,1
14.0,905.0,43.0,4,male,1
38.0,1464.0,47.0,4,male,1
16.0,1897.0,40.0,1,female,1
18.0,5482.0,26.0,4,male,1
20.0,2248.0,21.0,4,male,1
24.0,925.0,26.0,4,male,1
21.0,3838.0,51.0,4,male,1
10.0,2441.0,67.0,1,female,1
15.0,2352.0,19.0,4,male,0
32.0,2055.0,35.0,1,female,1
18.0,2317.0,31.0,3,female,1
33.0,1775.0,40.0,4,female,0
4.0,1647.0,33.0,3,male,0
25.0,1707.0,40.0,3,female,0
29.0,2217.0,52.0,2,male,1
41.0,2855.0,24.0,3,male,1
23.0,2898.0,34.0,3,female,1
38.0,4777.0,27.0,3,male,1
35.0,1679.0,43.0,1,male,1
25.0,2498.0,39.0,4,female,1
25.0,3692.0,24.0,3,male,1
22.0,1163.0,38.0,3,female,0
22.0,5863.0,37.0,2,male,1
26.0,1056.0,40.0,3,female,1
16.0,2119.0,41.0,4,male,0
4.0,2134.0,41.0,3,female,0
21.0,1675.0,37.0,2,female,0
19.0,3094.0,43.0,4,male,0
33.0,1775.0,40.0,4,female,0
15.0,1335.0,37.0,2,female,1
24.0,2135.0,31.0,1,male,0
33.0,1522.0,50.0,2,male,1
33.0,3764.0,42.0,3,female,1
40.0,6630.0,29.0,1,female,1
17.0,3563.0,37.0,2,female,1
4.0,3822.0,43.0,4,female,1
22.0,4542.0,21.0,2,male,0
40.0,2185.0,35.0,3,male,1
12.0,4861.0,42.0,1,male,1
28.0,483.0,45.0,3,male,1
26.0,1110.0,48.0,4,male,1
4.0,1929.0,47.0,4,male,1
13.0,1983.0,46.0,1,female,1
28.0,3681.0,34.0,2,female,0
13.0,3029.0,48.0,1,female,1
4.0,2035.0,30.0,4,female,0
32.0,2590.0,41.0,4,male,1
20.0,2823.0,41.0,1,female,1
18.0,3035.0,40.0,3,male,0
19.0,1833.0,60.0,3,male,0
4.0,2015.0,57.0,3,male,1
29.0,1589.0,30.0,2,male,1
33.0,2082.0,40.0,1,male,1
10.0,3368.0,37.0,3,male,1
25.0,1082.0,35.0,1,male,1
47.0,1153.0,55.0,4,female,1
16.0,1935.0,37.0,4,male,1
7.0,4621.0,29.0,1,female,1
4.0,2060.0,27.0,2,male,1
19.0,3094.0,43.0,4,male,0
22.0,3587.0,31.0,4,female,1
25.0,2227.0,42.0,3,male,1
18.0,4123.0,29.0,2,male,1
12.0,2723.0,39.0,1,male,0
27.0,2074.0,29.0,4,female,0
32.0,2745.0,36.0,1,male,1
29.0,3885.0,60.0,1,female,1
8.0,4996.0,45.0,4,female,1
19.0,4782.0,28.0,1,male,1
23.0,3042.0,55.0,2,female,1
19.0,1928.0,46.0,4,male,0
19.0,2961.0,68.0,2,female,1
45.0,3207.0,33.0,3,male,1
4.0,1427.0,37.0,4,female,1
39.0,2810.0,40.0,3,female,0
9.0,3739.0,55.0,4,male,0
32.0,1279.0,47.0,1,male,1
17.0,2052.0,20.0,3,female,0
42.0,4655.0,35.0,2,male,1
4.0,3599.0,37.0,3,male,0
24.0,3731.0,30.0,1,male,0
17.0,4432.0,36.0,3,male,0
40.0,3574.0,25.0,2,female,1
17.0,2551.0,30.0,3,male,1
32.0,2411.0,23.0,3,male,0
6.0,3517.0,34.0,4,male,1
38.0,2574.0,33.0,4,male,0
51.0,6550.0,19.0,4,male,0
22.0,913.0,23.0,2,male,1
26.0,7625.0,47.0,1,male,1
12.0,3184.0,42.0,1,female,0
27.0,1805.0,37.0,1,female,1
7.0,4757.0,51.0,2,male,1
4.0,2184.0,34.0,1,male,0
41.0,3564.0,49.0,3,male,1
25.0,4887.0,42.0,3,male,1
17.0,4346.0,37.0,2,male,1
17.0,2756.0,52.0,3,female,0
35.0,1338.0,34.0,3,male,1
4.0,2208.0,43.0,1,male,1
14.0,1187.0,19.0,3,male,0
10.0,5015.0,55.0,1,male,1
8.0,1579.0,22.0,3,female,1
18.0,3557.0,35.0,4,male,1
13.0,1295.0,46.0,1,male,1
33.0,1775.0,40.0,4,female,0
12.0,2443.0,36.0,2,female,0
11.0,2537.0,44.0,2,female,0
4.0,2373.0,43.0,1,male,0
22.0,913.0,23.0,2,male,1
4.0,1763.0,52.0,2,male,1
36.0,2463.0,26.0,1,female,0
12.0,3560.0,37.0,1,male,1
4.0,1349.0,50.0,1,female,1
31.0,2579.0,43.0,4,male,0
26.0,4498.0,32.0,3,male,1
8.0,1541.0,46.0,3,male,0
43.0,5333.0,41.0,3,female,0
9.0,2922.0,41.0,1,male,1
21.0,1353.0,34.0,2,female,1
18.0,4123.0,29.0,2,male,1
8.0,5478.0,41.0,2,male,0
33.0,1364.0,39.0,3,male,1
24.0,1992.0,47.0,2,female,1
12.0,3184.0,42.0,1,female,0
13.0,2261.0,29.0,2,male,0
15.0,2228.0,37.0,3,male,0
35.0,5649.0,19.0,1,male,1
9.0,2186.0,53.0,1,female,0
29.0,5075.0,35.0,4,female,1
4.0,3684.0,28.0,4,male,0
30.0,1623.0,30.0,2,male,0
34.0,865.0,34.0,4,male,1
35.0,991.0,21.0,1,male,1
17.0,2324.0,41.0,1,male,1
24.0,1485.0,27.0,1,male,1
21.0,2701.0,38.0,1,male,1
10.0,2485.0,40.0,3,female,1
41.0,958.0,36.0,3,female,0
29.0,5261.0,37.0,3,female,0
27.0,2483.0,48.0,1,female,1
37.0,3203.0,35.0,1,male,1
8.0,3452.0,22.0,3,male,1
19.0,2854.0,63.0,1,male,1
14.0,2192.0,39.0,1,male,1
14.0,1861.0,38.0,3,male,0
24.0,1485.0,27.0,1,male,1
24.0,1839.0,27.0,4,male,1
12.0,5354.0,37.0,3,male,0
15.0,3927.0,36.0,2,male,1
4.0,5810.0,19.0,2,male,1
23.0,2270.0,19.0,1,male,1
49.0,1767.0,44.0,3,male,0
31.0,2451.0,32.0,2,male,1
29.0,2975.0,35.0,1,female,1
25.0,2446.0,50.0,3,male,1
28.0,3926.0,39.0,4,male,0
20.0,2042.0,34.0,4,male,0
28.0,4436.0,55.0,1,male,1
41.0,826.0,49.0,1,male,1
11.0,1345.0,68.0,1,male,0
12.0,971.0,42.0,2,female,1
15.0,1841.0,44.0,3,female,1
25.0,3076.0,21.0,1,male,1
29.0,6049.0,41.0,4,female,0
4.0,1989.0,38.0,3,male,1
22.0,842.0,41.0,3,male,0
8.0,1705.0,42.0,1,female,1
13.0,2624.0,23.0,3,male,1
16.0,1203.0,34.0,4,female,1
25.0,2017.0,27.0,3,male,1
13.0,3034.0,34.0,3,male,0
28.0,967.0,29.0,3,male,0
26.0,2546.0,42.0,3,male,1
4.0,774.0,59.0,1,female,1
27.0,1615.0,26.0,3,male,1
5.0,3568.0,39.0,3,male,1
12.0,6182.0,24.0,4,male,1
14.0,3782.0,33.0,4,male,1
16.0,2104.0,54.0,2,male,0
26.0,4323.0,28.0,4,female,1
41.0,4159.0,26.0,2,male,1
40.0,1619.0,35.0,3,female,1
27.0,1967.0,35.0,4,male,0
44.0,3260.0,42.0,3,male,1
34.0,1210.0,42.0,4,male,0
32.0,1690.0,32.0,3,male,0
31.0,2650.0,33.0,1,male,1
26.0,2059.0,27.0,4,male,1
38.0,1477.0,38.0,2,male,0
24.0,2653.0,37.0,4,male,1
36.0,3083.0,42.0,3,female,1
10.0,2485.0,40.0,3,female,1
38.0,1618.0,35.0,3,male,1
22.0,3172.0,34.0,3,male,1
51.0,1612.0,34.0,3,male,1
52.0,2902.0,51.0,1,male,1
33.0,3881.0,46.0,4,male,0
6.0,1503.0,33.0,1,male,1
26.0,2208.0,53.0,4,male,0
22.0,2468.0,31.0,3,male,1
38.0,3935.0,54.0,2,female,0
32.0,4095.0,48.0,2,male,1
22.0,4396.0,34.0,3,male,1
30.0,2110.0,43.0,4,male,1
30.0,1820.0,49.0,4,female,1
37.0,7426.0,51.0,3,female,0
59.0,872.0,28.0,1,male,0
19.0,1882.0,38.0,2,female,1
32.0,2399.0,38.0,3,female,0
6.0,1624.0,34.0,1,male,1
25.0,1209.0,54.0,2,female,1
13.0,2571.0,34.0,1,female,1
19.0,2913.0,40.0,2,male,1
16.0,1902.0,19.0,4,male,0
4.0,1559.0,23.0,3,male,1
4.0,3081.0,47.0,2,female,1
31.0,2588.0,25.0,1,male,0
15.0,1081.0,22.0,1,male,1
21.0,2978.0,39.0,1,male,1
20.0,3321.0,49.0,2,male,1
9.0,2186.0,53.0,1,female,0
12.0,878.0,35.0,4,male,1
15.0,1549.0,40.0,1,male,1
16.0,2092.0,25.0,1,male,1
4.0,1927.0,36.0,4,male,1
18.0,3150.0,38.0,2,female,1
9.0,2493.0,36.0,1,male,1
7.0,1129.0,29.0,2,female,1
9.0,2012.0,49.0,2,female,1
20.0,6146.0,21.0,3,male,0
16.0,1328.0,19.0,4,male,0
26.0,1056.0,40.0,3,female,1
33.0,1594.0,34.0,4,male,0
22.0,3227.0,36.0,2,female,0
35.0,2004.0,31.0,3,male,1
47.0,2566.0,37.0,4,male,1
4.0,3578.0,35.0,2,male,1
30.0,2159.0,30.0,4,female,0
27.0,2397.0,27.0,2,male,1
43.0,2625.0,32.0,3,male,1
26.0,1451.0,26.0,1,male,0
38.0,2574.0,33.0,4,male,0
15.0,1841.0,44.0,3,female,1
20.0,10509.0,28.0,3,male,0
24.0,2694.0,25.0,3,female,1
45.0,3887.0,30.0,4,male,1
13.0,2770.0,46.0,3,male,1
12.0,828.0,53.0,3,male,1
16.0,1935.0,39.0,2,female,1
13.0,2306.0,44.0,1,male,1
28.0,3119.0,36.0,1,male,1
8.0,1710.0,28.0,1,male,0
21.0,2583.0,52.0,1,male,1
27.0,1615.0,26.0,3,male,1
34.0,1310.0,60.0,2,male,1
31.0,866.0,23.0,2,male,0
32.0,1303.0,60.0,2,male,1
31.0,2335.0,31.0,2,female,0
22.0,2422.0,25.0,2,male,1
11.0,1053.0,58.0,1,female,1
5.0,1552.0,38.0,3,female,0
17.0,2324.0,41.0,1,male,1
18.0,1469.0,52.0,3,male,1
25.0,2163.0,54.0,2,female,0
11.0,5672.0,25.0,2,male,1
32.0,2515.0,52.0,1,male,1
12.0,2960.0,50.0,4,female,1
37.0,7426.0,51.0,3,female,0
27.0,3150.0,55.0,3,male,1
15.0,4881.0,43.0,3,female,1
8.0,2000.0,30.0,2,male,1
28.0,5518.0,46.0,1,female,1
10.0,2441.0,67.0,1,female,1
28.0,4435.0,47.0,3,male,1
6.0,6935.0,25.0,2,female,1
17.0,2478.0,30.0,4,male,1
27.0,3893.0,44.0,2,female,1
22.0,2612.0,19.0,2,female,1
21.0,2964.0,33.0,1,female,1
46.0,2281.0,51.0,1,male,0
8.0,4119.0,43.0,1,male,0
42.0,418.0,33.0,1,female,1
4.0,4611.0,63.0,1,male,1
21.0,3241.0,37.0,1,male,1
33.0,2013.0,37.0,3,male,1
25.0,1898.0,21.0,1,male,1
16.0,1447.0,38.0,3,male,1
17.0,1178.0,39.0,2,male,1
38.0,2490.0,41.0,3,female,0
30.0,3120.0,42.0,2,female,1
7.0,2411.0,37.0,4,female,1
15.0,1461.0,27.0,3,female,1
9.0,2012.0,49.0,2,female,1
19.0,4292.0,37.0,4,male,1
34.0,2161.0,34.0,1,male,1
13.0,1014.0,33.0,1,female,1
40.0,3717.0,19.0,1,male,1
29.0,3731.0,44.0,3,female,1
14.0,3409.0,42.0,2,male,0
37.0,2628.0,48.0,1,male,1
18.0,1469.0,52.0,3,male,1
25.0,2163.0,54.0,2,female,0
31.0,2451.0,32.0,2,male,1
21.0,4144.0,37.0,4,male,0
4.0,1349.0,50.0,1,female,1
14.0,2999.0,35.0,3,male,1
45.0,3438.0,46.0,1,male,1
9.0,2763.0,35.0,1,female,1
29.0,5118.0,57.0,1,female,1
29.0,5261.0,37.0,3,female,0
7.0,2034.0,43.0,4,male,0
4.0,3796.0,48.0,3,male,1
4.0,2924.0,28.0,4,female,0
17.0,1759.0,38.0,4,female,0
12.0,1503.0,46.0,1,female,1
12.0,3560.0,37.0,1,male,1
23.0,1085.0,36.0,4,male,1
24.0,1940.0,40.0,2,male,1
10.0,2182.0,19.0,1,male,0
9.0,1572.0,31.0,1,male,1
4.0,1126.0,50.0,3,female,1
4.0,3946.0,52.0,4,male,1
27.0,7019.0,46.0,2,male,0
11.0,1181.0,39.0,4,female,1
13.0,1983.0,46.0,1,female,1
23.0,1504.0,36.0,1,male,1
23.0,3386.0,28.0,1,female,0
29.0,3172.0,31.0,1,female,1
8.0,2000.0,30.0,2,male,1
33.0,5398.0,58.0,4,male,1
34.0,3806.0,36.0,4,male,1
12.0,2602.0,26.0,1,male,1
16.0,1447.0,38.0,3,male,1
7.0,2529.0,49.0,1,female,1
25.0,4487.0,48.0,3,male,1
9.0,1327.0,32.0,3,male,0
35.0,4054.0,49.0,1,male,1
7.0,968.0,42.0,2,male,1
40.0,1602.0,34.0,1,female,1
26.0,2683.0,30.0,4,female,1
19.0,3512.0,38.0,1,female,1
36.0,2545.0,53.0,1,female,0
27.0,2397.0,27.0,2,male,1
4.0,3456.0,45.0,3,male,1
38.0,1464.0,47.0,4,male,1
6.0,1850.0,19.0,1,female,0
8.0,4468.0,30.0,4,female,1
22.0,3736.0,37.0,2,male,0
9.0,2763.0,35.0,1,female,1
22.0,1859.0,19.0,1,female,1
30.0,2059.0,39.0,3,female,0
20.0,1919.0,40.0,4,female,1
21.0,1378.0,19.0,1,male,0
43.0,4018.0,28.0,2,male,1
16.0,2813.0,24.0,3,male,1
35.0,957.0,39.0,4,female,1
24.0,3110.0,57.0,2,female,0
21.0,2081.0,45.0,3,male,1
9.0,3112.0,30.0,2,male,1
22.0,1322.0,50.0,3,male,0
17.0,2728.0,38.0,3,male,1
22.0,4396.0,34.0,3,male,1
20.0,2042.0,34.0,4,male,0
23.0,2067.0,19.0,4,male,1
32.0,1303.0,60.0,2,male,1
23.0,4672.0,34.0,1,female,1
27.0,1466.0,41.0,3,male,1
38.0,3102.0,35.0,2,male,1
29.0,3927.0,40.0,1,male,1
5.0,1552.0,38.0,3,female,0
39.0,2021.0,22.0,2,male,0
14.0,1906.0,24.0,4,male,1
8.0,2405.0,46.0,2,female,1
17.0,3552.0,38.0,2,female,0
17.0,3439.0,36.0,4,male,1
6.0,2587.0,25.0,1,male,1
29.0,2821.0,31.0,4,male,1
49.0,7635.0,37.0,4,female,0
29.0,2282.0,37.0,2,male,1
20.0,870.0,51.0,4,female,0
12.0,2292.0,49.0,4,male,1
21.0,3282.0,46.0,1,male,1
13.0,3420.0,25.0,4,male,1
38.0,2879.0,39.0,2,male,1
25.0,3076.0,21.0,1,male,1
4.0,3599.0,37.0,3,male,0
4.0,1819.0,44.0,1,male,1
26.0,1880.0,35.0,1,female,1
30.0,1451.0,42.0,4,male,1
22.0,4047.0,42.0,2,male,0
22.0,3034.0,32.0,2,female,0
19.0,1330.0,22.0,1,male,1
11.0,2134.0,29.0,4,male,0
17.0,2324.0,41.0,1,male,1
10.0,3941.0,45.0,3,female,1
17.0,1206.0,55.0,1,male,1
37.0,1147.0,30.0,2,male,1
20.0,1173.0,27.0,2,male,0
21.0,867.0,53.0,1,male,1
33.0,4363.0,49.0,4,male,1
27.0,3150.0,55.0,3,male,1
29.0,2143.0,19.0,4,male,0
26.0,2316.0,37.0,2,female,0
17.0,7926.0,29.0,4,male,0
21.0,3087.0,35.0,4,male,0
8.0,2473.0,23.0,2,female,1
32.0,3994.0,48.0,1,male,0
16.0,1897.0,40.0,1,female,1
4.0,2130.0,33.0,2,male,1
43.0,4212.0,54.0,1,female,1
49.0,1767.0,44.0,3,male,0
30.0,7162.0,34.0,3,female,1
41.0,4352.0,30.0,1,male,1
22.0,5322.0,37.0,2,male,1
43.0,2107.0,31.0,3,female,1
7.0,1792.0,33.0,3,male,0
22.0,3006.0,39.0,4,female,0
30.0,2159.0,30.0,4,female,0
31.0,1385.0,47.0,3,male,0
26.0,1110.0,48.0,4,male,1
34.0,3936.0,19.0,4,male,1
28.0,1905.0,32.0,1,female,1
8.0,3902.0,45.0,3,female,1
38.0,5205.0,36.0,3,female,0
24.0,2174.0,36.0,4,male,0
9.0,3227.0,26.0,3,male,1
18.0,4383.0,63.0,2,male,1
35.0,3266.0,23.0,4,male,0
14.0,3706.0,37.0,2,male,1
39.0,4497.0,40.0,2,male,0
8.0,3902.0,45.0,3,female,1
25.0,2227.0,42.0,3,male,1
18.0,3035.0,40.0,3,male,0
29.0,2098.0,36.0,3,female,1
11.0,1384.0,37.0,3,male,1
4.0,4052.0,36.0,2,male,1
32.0,3032.0,38.0,3,female,0
21.0,1353.0,34.0,2,female,1
16.0,3507.0,53.0,1,female,1
29.0,3722.0,27.0,1,male,0
25.0,2762.0,40.0,3,male,0
16.0,3520.0,50.0,3,male,1
25.0,1997.0,25.0,2,male,1
59.0,2017.0,51.0,4,male,1
20.0,1815.0,21.0,1,female,1
11.0,1871.0,50.0,3,male,0
45.0,3207.0,33.0,3,male,1
12.0,2228.0,29.0,4,male,1
28.0,1905.0,32.0,1,female,1
8.0,3221.0,30.0,4,male,1
24.0,925.0,26.0,4,male,1
20.0,3453.0,28.0,4,male,1
19.0,2025.0,30.0,4,male,1
17.0,1868.0,47.0,4,male,1
22.0,5596.0,44.0,2,male,0
12.0,3748.0,25.0,4,female,0
43.0,1219.0,56.0,3,male,1
10.0,1140.0,36.0,2,male,1
37.0,1196.0,37.0,1,female,0
35.0,4634.0,40.0,3,male,1
41.0,826.0,49.0,1,male,1
15.0,1461.0,27.0,3,female,1
30.0,7162.0,34.0,3,female,1
24.0,1940.0,40.0,2,male,1
20.0,1160.0,42.0,2,female,0
8.0,3388.0,43.0,1,female,1
31.0,1764.0,38.0,4,female,1
14.0,7859.0,50.0,4,female,1
22.0,1397.0,39.0,4,male,0
9.0,2493.0,36.0,1,male,1
18.0,3557.0,35.0,4,male,1
26.0,5965.0,28.0,4,female,0
30.0,2389.0,23.0,4,male,1
12.0,3443.0,26.0,2,male,1
13.0,4959.0,42.0,2,female,1
50.0,2774.0,20.0,3,male,1
31.0,1764.0,38.0,4,female,1
26.0,4792.0,38.0,2,male,0
18.0,2022.0,48.0,4,male,0
26.0,2475.0,32.0,1,male,1
17.0,3552.0,38.0,2,female,0
38.0,1477.0,38.0,2,male,0
32.0,826.0,55.0,4,male,1
30.0,1440.0,42.0,1,female,1
21.0,3514.0,35.0,1,male,1
7.0,4531.0,41.0,3,female,1
47.0,2566.0,37.0,4,male,1
4.0,1915.0,31.0,4,male,1
13.0,3508.0,33.0,3,male,0
18.0,1013.0,35.0,2,male,1
20.0,1512.0,36.0,4,male,0
27.0,2340.0,19.0,3,male,1
59.0,872.0,28.0,1,male,0
20.0,3110.0,47.0,3,male,1
17.0,2756.0,52.0,3,female,0
20.0,1173.0,27.0,2,male,0
10.0,3323.0,43.0,2,male,1
16.0,5613.0,35.0,1,female,1
4.0,2035.0,30.0,4,female,0
30.0,1159.0,33.0,3,male,0
42.0,3453.0,57.0,4,male,1
4.0,5921.0,37.0,2,male,1
16.0,4508.0,25.0,3,female,1
40.0,6630.0,29.0,1,female,1
18.0,1469.0,52.0,3,male,1
4.0,2873.0,35.0,2,male,1
28.0,7770.0,19.0,3,male,1
27.0,2074.0,29.0,4,female,0
4.0,2759.0,47.0,4,male,1
22.0,3554.0,25.0,2,female,1
27.0,2478.0,26.0,1,female,1
23.0,5108.0,39.0,3,male,1
12.0,1921.0,66.0,1,male,1
4.0,3019.0,19.0,4,male,1
24.0,1207.0,37.0,2,female,1
30.0,1633.0,51.0,1,male,1
6.0,2587.0,25.0,1,male,1
7.0,3137.0,28.0,2,male,1
35.0,3824.0,36.0,3,female,1
22.0,2925.0,19.0,4,female,1
19.0,2828.0,45.0,1,male,1
13.0,1696.0,49.0,3,male,1
44.0,1908.0,24.0,4,male,0
17.0,2948.0,21.0,1,female,1
22.0,1752.0,23.0,1,male,0
36.0,3661.0,36.0,2,male,1
18.0,5242.0,39.0,1,male,1
15.0,1976.0,19.0,3,male,0
5.0,883.0,34.0,1,male,1
28.0,2023.0,19.0,4,female,0
12.0,3565.0,31.0,1,male,1
4.0,3095.0,26.0,2,male,0
28.0,808.0,31.0,2,female,0
23.0,2289.0,28.0,2,male,1
21.0,3087.0,35.0,4,male,0
23.0,1504.0,36.0,1,male,1
10.0,4600.0,28.0,3,male,1
28.0,1371.0,20.0,2,female,1
26.0,1829.0,59.0,3,female,1
39.0,961.0,32.0,1,male,1
7.0,2034.0,43.0,4,male,0
11.0,6143.0,38.0,1,male,0
25.0,1896.0,39.0,3,male,0
19.0,1488.0,35.0,3,female,1
9.0,3227.0,26.0,3,male,1
25.0,2498.0,39.0,4,female,1
35.0,2965.0,55.0,3,male,1
14.0,2886.0,33.0,3,male,1
36.0,1905.0,31.0,3,male,0
37.0,1111.0,31.0,4,female,0
31.0,2573.0,25.0,1,male,1
7.0,1447.0,33.0,1,male,1
35.0,2906.0,46.0,4,male,1
33.0,2837.0,48.0,1,male,1
4.0,3839.0,41.0,1,male,1
5.0,1625.0,51.0,2,female,1
4.0,1778.0,47.0,1,male,1
16.0,3334.0,45.0,4,female,0
34.0,3357.0,31.0,1,female,0
10.0,3236.0,46.0,4,male,0
28.0,1024.0,45.0,4,male,0
10.0,1689.0,48.0,2,female,0
14.0,1915.0,28.0,1,female,1
42.0,3453.0,57.0,4,male,1
4.0,2791.0,41.0,3,female,1
16.0,5723.0,49.0,4,female,1
30.0,2597.0,41.0,1,male,1
12.0,1951.0,30.0,3,male,1
8.0,2387.0,46.0,1,female,1
9.0,2902.0,36.0,1,female,1
20.0,1995.0,56.0,4,male,0
4.0,2208.0,43.0,1,male,1
4.0,2683.0,30.0,2,female,0
35.0,991.0,21.0,1,male,1
29.0,1415.0,66.0,4,male,1
36.0,2545.0,53.0,1,female,0
25.0,2266.0,46.0,3,male,1
19.0,4324.0,44.0,1,female,1
40.0,3717.0,19.0,1,male,1
31.0,2573.0,25.0,1,male,1
24.0,11404.0,57.0,1,male,1
10.0,1975.0,31.0,1,female,0
18.0,2084.0,33.0,2,male,1
27.0,1585.0,19.0,3,male,1
12.0,2944.0,31.0,4,male,1
17.0,1704.0,39.0,3,male,1
4.0,1778.0,47.0,1,male,1
33.0,2060.0,40.0,1,female,1
41.0,1998.0,24.0,1,male,0
9.0,3337.0,59.0,3,male,0
24.0,1217.0,40.0,1,male,1
42.0,3366.0,49.0,4,male,1
9.0,2110.0,30.0,1,female,1
11.0,6143.0,38.0,1,male,0
20.0,3602.0,19.0,4,male,1
9.0,3935.0,39.0,4,female,1
26.0,5612.0,41.0,1,female,1
9.0,2922.0,41.0,1,male,1
34.0,2414.0,43.0,1,female,0
20.0,4289.0,46.0,1,female,0
33.0,1935.0,34.0,1,male,1
8.0,5218.0,39.0,1,male,1
18.0,3231.0,40.0,4,female,0
19.0,4782.0,28.0,1,male,1
8.0,5218.0,39.0,1,male,1
22.0,2377.0,32.0,4,male,0
8.0,2130.0,35.0,3,female,1
31.0,2709.0,48.0,2,female,1
22.0,1672.0,19.0,3,male,1
24.0,1970.0,20.0,4,female,1
27.0,1401.0,45.0,1,female,1
18.0,4479.0,38.0,4,male,0
34.0,2464.0,34.0,3,female,1
19.0,2714.0,48.0,3,male,1
29.0,3473.0,39.0,2,male,0
4.0,3684.0,28.0,4,male,0
4.0,722.0,22.0,1,male,1
22.0,942.0,27.0,3,female,1
11.0,1181.0,39.0,4,female,1
28.0,1644.0,34.0,3,male,0
31.0,2709.0,48.0,2,female,1
32.0,3178.0,54.0,3,male,0
4.0,3345.0,38.0,3,female,1
28.0,1868.0,39.0,4,male,0
25.0,2012.0,44.0,2,male,1
16.0,1829.0,54.0,4,male,1
25.0,1387.0,25.0,3,male,1
4.0,883.0,39.0,3,male,1
23.0,1601.0,36.0,1,male,1
26.0,2418.0,45.0,3,male,1
27.0,2590.0,54.0,4,male,1
13.0,4310.0,30.0,1,male,1
24.0,5333.0,34.0,2,male,1
16.0,2346.0,42.0,2,male,1
4.0,2545.0,45.0,4,male,1
4.0,1797.0,19.0,4,male,1
32.0,2407.0,69.0,2,male,1
8.0,1328.0,34.0,3,female,1
31.0,1816.0,33.0,3,male,0
10.0,2411.0,38.0,1,male,0
28.0,3320.0,45.0,4,female,1
39.0,1625.0,38.0,2,male,1
51.0,1807.0,52.0,3,male,1
18.0,3808.0,39.0,1,male,1
44.0,2059.0,37.0,4,male,1
27.0,2738.0,33.0,1,female,0
4.0,3751.0,42.0,4,male,0
4.0,2446.0,57.0,4,male,1
29.0,1935.0,39.0,2,male,0
38.0,4757.0,52.0,1,male,0
18.0,1940.0,38.0,4,male,1
20.0,2797.0,57.0,2,female,1
12.0,1395.0,35.0,2,male,0
11.0,5887.0,19.0,4,male,0
36.0,1829.0,30.0,1,female,1
18.0,5672.0,36.0,2,female,1
13.0,1940.0,37.0,2,female,0
29.0,2022.0,45.0,3,male,0
13.0,1076.0,33.0,1,male,1
